ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_ALUMNO,ID_EXPEDIENTE_ACADEMICO,ID_TIPO_ABANDONO,ID_TIPO_EGRESO,ID_PLAN_ESTUDIO,ID_CENTRO,ID_CURSO_ACADEMICO_COHORTE,ID_TIPO_ACCESO,ID_TITULACION,ID_POBLACION_FAMILIAR,CURSOS_MATRICULADOS,CURSO_MAS_ALTO_MATRICULADO,CURSOS_EXTRA_GRADUACION,DURACION,DURACION_REAL,CREDITOS_MATRICULADOS,ID_RANGO_CREDITOS_MATRICULADOS,CREDITOS_SUPERADOS,ID_RANGO_CREDITOS_SUPERADOS,CREDITOS_NECESARIOS,ID_RANGO_CREDITOS_NECESARIOS,CALIFICACION_FINAL,ID_RANGO_CALIFICACION_FINAL,SEXO,ID_SEXO,EDAD,ID_FECHA_SOLICITUD_TITULO,ID_FECHA_EGRESO,GRADUADO,TRASLADO,SN_SOLICITA_TITULO,SN_ABANDONO_INICIAL,FLG_SOLICITUD_TITULO,FLG_ABANDONO_INICIAL,FLG_CALCULO_TASA,FLG_GRADUADO_EN_TIEMPO,FECHA_CARGA,SN_GRADUADO_EN_TIEMPO,ABANDONO_GENERICO,ABANDONO_OFICIAL,FLG_PLAN_OFICIAL,CREDITOS_RECONOCIDOS,ID_RANGO_CREDITOS_RECONOCIDOS,SN_CAMBIO_CICLO_GRADO,FLG_DURACION_MEDIA,ID_ESTUDIO_PREVIO,ID_PAIS_NACIONALIDAD,ID_CENTRO_ORIGEN,SN_MULTIPLE_TITULACION,SN_MOVILIDAD_IN,FLG_MULTIPLE_TITULACION,FLG_MOVILIDAD_IN,ID_FECHA_CARGA,ID_TIPO_TITULACION,ID_TIPO_ESTUDIO,ID_ESTUDIO,ID_TIPO_CENTRO,ID_CAMPUS_CENTRO,ID_POBLACION_CENTRO,ID_TIPO_CENTRO_ORI,ID_CAMPUS_CENTRO_ORI,ID_POBLACION_CENTRO_ORI,ID_RAMA_CONOCIMIENTO,ID_PERSONA_NIP_NK,ORDEN_BOE_PLAN,SN_DOCTORADO_VIGENTE,SN_MOVILIDAD_OUT_INTERNACIONAL,SN_MOVILIDAD_OUT_NACIONAL,ID_PAIS_FAMILIAR,ID_PAIS_FAMILIAR_NK,ID_EDAD_EST,ID_ESTUDIO_OTRA_UNIV_DEST,ID_CENTRO_OTRA_UNIV_DEST,SN_UNITA,SN_UNITA_GEMINAE
2019,200184,20190,91,200184,4,3,37,12,20100,13,7,395,4,3,0.0,3,2.9599048429474344,265.0,2,224.0,2,210.0,4,5.566,1,M,2,54,20221021,20220104,1,0,N,S,0,1,1,1,2020-09-03,S,0,0,1,19.0,5,N,1,5,75,2,N,N,0,0,20220719,6,3,38,8,7,211,4,6,292,3,62059365,BOE-878-2018,S,N,S,68,GRC,6,43,19,S,N
2012,200185,20120,85,200185,6,5,87,36,20110,4,14,52,1,1,0.0,5,5.037479760988608,291.0,4,262.0,2,241.0,4,0.0,2,H,1,65,20230811,20200305,0,0,N,S,0,1,1,0,2020-11-15,N,1,1,0,9.0,4,N,0,10,5,17,N,N,0,0,20230307,7,9,12,6,1,332,6,1,396,3,68886959,BOE-115-2022,S,N,N,39,HUN,2,35,21,S,N
2014,200186,20140,72,200186,2,1,13,16,20110,1,3,367,4,1,0.0,8,7.996191283786516,235.0,3,202.0,5,194.0,3,5.508,1,M,2,26,20210516,20211223,1,0,S,N,1,0,1,1,2023-08-14,S,0,0,0,19.0,1,S,1,3,48,12,S,S,1,1,20200601,8,1,47,5,3,390,8,7,495,4,59302835,BOE-585-2021,N,S,S,71,LSO,1,8,25,S,N
2015,200187,20150,3,200187,5,4,42,24,20100,4,20,146,5,4,1.0,4,3.660895296446421,333.0,1,332.0,1,300.0,3,7.301,1,H,1,52,20230203,20230628,1,0,S,N,1,0,0,0,2021-03-15,N,0,0,1,26.0,1,S,1,1,77,25,N,N,0,0,20220907,7,1,13,6,2,9,6,2,463,10,51482483,BOE-805-2017,N,S,N,35,IRQ,9,37,36,S,S
2020,200188,20200,48,200188,5,6,41,27,20150,9,30,144,6,4,0.0,4,3.794963979910292,249.0,3,211.0,5,229.0,1,0.0,5,H,1,46,20230110,20210121,0,0,N,S,0,1,0,0,2020-08-11,N,0,0,1,6.0,3,N,0,2,94,10,S,S,1,1,20230310,9,5,15,3,6,77,4,5,264,13,89133246,BOE-238-2020,S,N,N,56,LIE,2,1,41,N,S
2023,200189,20230,28,200189,5,1,92,46,20100,1,48,362,4,4,0.0,5,5.352535422577556,350.0,5,343.0,1,327.0,5,0.0,2,M,2,25,20200507,20220413,0,0,N,N,0,0,1,0,2020-02-02,N,1,0,1,13.0,3,S,1,8,57,4,N,N,0,0,20231202,7,8,16,5,5,12,3,6,282,13,41738753,BOE-371-2018,S,S,S,9,ARG,5,7,33,N,S
2020,200190,20200,38,200190,2,2,38,47,20100,14,36,16,5,3,0.0,3,3.820288184256972,301.0,3,243.0,4,296.0,5,0.0,2,M,2,37,20200828,20210607,0,0,N,S,0,1,1,0,2022-09-20,N,1,1,1,27.0,1,S,0,10,89,50,N,N,0,0,20200304,1,4,32,7,10,235,5,7,416,10,64180488,BOE-962-2014,N,S,S,64,FSM,5,22,7,N,N
2013,200191,20130,35,200191,2,4,56,45,20120,4,32,379,2,2,0.0,8,8.563650543274619,347.0,5,327.0,2,298.0,3,8.977,2,H,1,40,20200313,20210217,1,0,N,S,0,1,0,1,2020-06-17,S,0,0,1,0.0,5,N,0,1,83,11,S,S,1,1,20211129,8,5,3,6,2,206,1,2,293,5,29641883,BOE-741-2012,S,S,N,40,TUV,8,29,14,S,S
2019,200192,20190,5,200192,3,5,35,14,20120,9,43,400,2,1,0.0,7,6.599151143696888,286.0,3,270.0,2,256.0,2,0.0,4,M,2,51,20230928,20220313,0,1,N,S,0,1,0,0,2020-10-01,N,0,0,0,29.0,2,S,1,8,11,23,N,S,0,1,20211011,8,3,15,1,9,398,6,1,392,5,59959826,BOE-306-2017,S,S,S,84,BWA,6,6,21,S,N
2023,200193,20230,32,200193,5,1,96,9,20100,2,8,297,5,2,0.0,3,3.0212607123610686,323.0,1,296.0,2,269.0,3,0.0,3,M,2,47,20231224,20201003,0,1,S,S,1,1,0,0,2023-02-23,N,0,0,0,29.0,2,N,0,4,1,27,N,N,0,0,20230817,3,8,15,7,3,314,3,6,74,14,39599276,BOE-553-2013,S,S,S,14,DEU,1,42,45,N,N
2014,200194,20140,83,200194,3,1,8,15,20130,2,47,379,8,6,0.0,6,6.71527259672686,279.0,1,265.0,1,231.0,5,0.0,2,M,2,29,20231225,20210401,0,1,S,N,1,0,0,0,2020-11-05,N,0,0,1,10.0,3,N,0,2,95,1,S,N,1,0,20200223,6,4,21,4,9,300,7,4,310,3,60858653,BOE-291-2022,N,S,N,20,TGO,8,38,34,S,S
2018,200195,20180,97,200195,5,3,38,22,20130,5,39,260,3,2,0.0,5,5.072683978577354,272.0,1,245.0,4,237.0,4,9.72,1,M,2,44,20220918,20211120,1,0,S,S,1,1,0,1,2023-12-03,S,0,0,1,16.0,2,S,0,4,55,6,S,N,1,0,20211214,2,2,35,6,7,485,8,3,173,5,34152669,BOE-802-2016,S,S,N,12,ITA,10,2,26,S,S
2015,200196,20150,37,200196,1,2,42,36,20120,11,20,92,5,5,0.0,7,7.474991863863837,276.0,1,177.0,2,220.0,4,0.0,3,H,1,21,20200515,20221107,0,0,S,S,1,1,1,0,2020-01-27,N,0,0,0,8.0,4,N,0,6,32,7,S,S,1,1,20230807,7,5,10,6,1,26,1,10,490,14,17927298,BOE-698-2012,S,S,N,37,SLB,5,36,33,S,N
2021,200197,20210,17,200197,1,5,14,8,20110,14,26,244,5,1,0.0,7,8.05418604897513,334.0,5,332.0,1,285.0,3,0.0,5,H,1,60,20221005,20220514,0,0,S,N,1,0,0,0,2020-05-23,N,0,0,1,16.0,1,S,0,7,80,29,S,N,1,0,20211212,7,4,47,5,1,469,3,3,261,7,31715995,BOE-919-2020,N,S,N,24,BLZ,1,17,6,N,N
2024,200198,20240,48,200198,5,6,53,27,20190,15,19,115,1,1,0.0,6,6.395247192070222,232.0,5,152.0,3,200.0,1,0.0,2,H,1,51,20200307,20230219,0,1,N,N,0,0,1,0,2021-05-26,N,0,0,1,23.0,1,N,1,6,82,41,S,S,1,1,20220207,10,5,47,3,6,215,5,9,489,4,89133246,BOE-565-2012,N,N,N,100,VUT,2,18,35,N,N
2015,200199,20150,34,200199,2,4,8,44,20130,5,45,411,5,2,0.0,7,7.928045692570205,210.0,2,167.0,5,204.0,5,0.0,1,M,2,57,20230513,20200426,0,0,N,N,0,0,0,0,2023-09-27,N,1,1,0,3.0,3,S,0,7,93,3,S,S,1,1,20220419,1,5,49,6,5,388,2,6,428,2,82493631,BOE-721-2010,N,N,N,13,MCO,9,29,18,S,S
2022,200200,20220,77,200200,3,3,53,33,20150,13,22,318,4,1,0.0,5,5.960549556919157,340.0,1,333.0,5,290.0,2,6.924,1,H,1,52,20200710,20200911,1,0,N,N,0,0,0,1,2020-10-25,S,0,0,0,29.0,3,N,0,6,21,6,S,N,1,0,20220511,4,8,26,7,5,211,8,3,456,3,78268756,BOE-617-2021,N,N,S,46,MDV,7,37,34,N,S
2019,200201,20190,76,200201,2,2,55,8,20130,8,48,486,1,1,0.0,8,7.709179617991412,363.0,1,326.0,1,314.0,1,5.879,2,H,1,25,20201023,20200216,1,0,N,N,0,0,0,1,2022-03-10,S,0,0,1,8.0,4,S,1,1,96,27,N,N,0,0,20211006,7,1,31,5,1,484,3,6,322,7,96223100,BOE-908-2016,S,S,S,9,ARG,8,45,14,S,S
2012,200202,20120,74,200202,4,1,26,34,20110,13,43,60,2,2,0.0,5,4.6855775422204635,298.0,3,249.0,1,261.0,2,0.0,4,M,2,30,20200617,20220901,0,1,N,S,0,1,1,0,2021-11-11,N,0,0,1,25.0,3,N,0,1,100,26,S,N,1,0,20200423,8,7,2,5,8,256,6,1,413,1,91307681,BOE-994-2011,N,S,S,39,HUN,10,7,22,S,S
2016,200203,20160,82,200203,3,3,82,6,20150,10,4,465,4,4,0.0,6,7.25692914289162,225.0,2,224.0,5,217.0,2,6.413,4,M,2,49,20210211,20210203,1,0,N,S,0,1,1,1,2023-07-06,S,0,0,1,28.0,3,S,0,4,38,17,N,S,0,1,20230711,4,5,32,8,3,459,6,1,290,4,7467311,BOE-359-2011,S,S,S,61,CHN,7,42,47,S,N
2011,200204,20110,71,200204,2,2,93,31,20100,4,7,345,4,2,0.0,6,6.112578975573274,312.0,5,218.0,5,270.0,3,0.0,5,H,1,54,20230510,20230321,0,1,S,N,1,0,1,0,2022-01-29,N,0,0,1,2.0,1,S,1,1,94,32,S,S,1,1,20231219,6,10,13,1,4,104,1,4,488,8,69839059,BOE-106-2016,S,S,S,20,TGO,2,25,42,S,S
2021,200205,20210,68,200205,1,2,40,36,20200,8,48,135,3,3,0.0,6,6.486629954981596,256.0,5,223.0,4,223.0,1,8.658,1,H,1,36,20230723,20200825,1,0,N,N,0,0,0,1,2022-04-05,S,0,0,0,14.0,5,N,0,9,86,18,S,S,1,1,20220621,7,1,1,6,1,236,7,10,90,8,20112846,BOE-714-2017,N,S,N,92,ERI,6,12,19,N,S
2023,200206,20230,13,200206,6,3,67,38,20220,5,48,137,7,4,3.0,3,2.5793736572084667,371.0,4,356.0,5,333.0,2,7.685,3,M,2,51,20230216,20221023,1,0,N,N,0,0,0,0,2021-09-16,N,0,0,1,30.0,2,S,0,10,61,32,N,N,0,0,20220314,7,7,41,8,7,171,1,4,102,4,35105069,BOE-689-2021,S,N,S,41,MOZ,4,9,16,S,N
2017,200207,20170,49,200207,6,6,58,48,20100,10,50,304,4,4,0.0,3,3.799732751928575,284.0,5,276.0,1,274.0,4,7.675,5,H,1,47,20230121,20210808,1,0,N,N,0,0,0,1,2023-04-23,S,0,0,0,3.0,5,S,1,2,37,33,S,S,1,1,20231016,6,5,6,6,8,479,7,5,141,1,29314711,BOE-924-2017,N,S,N,56,LIE,5,27,45,S,S
2018,200208,20180,22,200208,7,4,23,32,20160,15,27,229,6,6,0.0,8,7.5251586044412795,250.0,5,232.0,1,202.0,5,0.0,3,H,1,24,20220910,20200607,0,0,N,N,0,0,0,0,2022-04-26,N,0,0,0,8.0,3,S,1,2,12,3,N,S,0,1,20220620,6,10,36,1,4,349,2,6,336,14,41178850,BOE-210-2020,N,N,N,50,NZL,1,35,18,S,N
2018,200209,20180,23,200209,1,3,17,9,20150,3,7,30,7,3,3.0,8,8.414691514993901,207.0,1,200.0,4,198.0,4,9.748,4,M,2,46,20210308,20220213,1,0,S,N,1,0,0,0,2022-02-18,N,0,0,0,19.0,3,S,1,10,91,1,S,N,1,0,20220527,6,10,44,7,3,410,7,4,246,11,21436829,BOE-156-2011,S,S,S,41,MOZ,2,39,29,S,N
2019,200210,20190,91,200210,1,5,96,49,20110,6,17,22,3,3,0.0,6,7.095223668112206,360.0,1,291.0,3,327.0,1,0.0,5,M,2,34,20230707,20220827,0,0,S,N,1,0,1,0,2023-06-14,N,1,0,0,6.0,2,S,1,5,88,17,S,S,1,1,20210910,4,9,35,6,1,277,6,1,431,13,62059365,BOE-235-2016,S,N,S,62,DMA,7,41,27,N,N
2022,200211,20220,40,200211,5,6,92,38,20120,9,43,267,4,2,0.0,7,8.081515819017639,345.0,2,312.0,4,307.0,5,0.0,5,M,2,58,20201019,20200808,0,0,N,S,0,1,0,0,2023-01-18,N,0,0,0,8.0,4,N,0,3,54,11,S,S,1,1,20231004,8,6,4,8,7,406,1,2,248,12,61066203,BOE-710-2013,S,N,N,30,HND,8,11,50,N,N
2023,200212,20230,91,200212,6,5,81,3,20140,8,25,404,8,2,4.0,5,6.208826866022103,334.0,1,316.0,4,287.0,3,8.305,1,M,2,21,20201109,20200605,1,0,S,S,1,1,0,0,2023-06-11,N,0,0,0,8.0,3,S,1,6,93,25,N,S,0,1,20201001,2,4,16,2,6,206,6,2,115,5,62059365,BOE-823-2011,S,S,S,32,THA,2,18,22,S,N
2016,200213,20160,77,200213,6,1,80,35,20100,2,50,20,8,4,4.0,8,9.262449321384214,338.0,5,338.0,3,338.0,5,6.561,5,H,1,37,20200627,20230525,1,0,S,N,1,0,0,0,2021-07-25,N,0,0,1,10.0,4,N,1,2,18,25,N,S,0,1,20211110,6,9,36,5,4,445,6,2,381,12,78268756,BOE-348-2013,S,N,N,41,MOZ,1,44,12,N,N
2024,200214,20240,41,200214,7,1,38,39,20160,4,50,128,8,2,4.0,6,7.345189063220048,308.0,1,303.0,2,295.0,2,9.42,3,H,1,24,20220925,20200420,1,0,N,S,0,1,1,0,2020-06-29,N,0,0,0,5.0,3,S,1,3,41,19,S,S,1,1,20201028,6,10,10,3,6,30,6,2,333,11,81300905,BOE-640-2015,N,S,S,52,EST,2,29,24,S,S
2016,200215,20160,31,200215,3,6,18,46,20100,13,15,248,6,6,0.0,7,7.858306167703059,272.0,5,255.0,3,252.0,3,0.0,3,H,1,44,20220204,20201116,0,1,S,S,1,1,0,0,2022-01-08,N,0,0,1,27.0,3,S,1,9,66,2,S,S,1,1,20201002,9,4,15,5,5,307,4,6,7,3,85726382,BOE-178-2011,S,S,N,35,IRQ,1,46,43,S,N
2022,200216,20220,45,200216,6,6,84,34,20100,8,43,357,2,2,0.0,3,3.56053695484776,224.0,5,221.0,1,217.0,1,5.357,2,M,2,33,20200113,20210408,1,0,N,N,0,0,1,1,2020-08-25,S,0,0,0,11.0,5,N,1,5,49,32,N,N,0,0,20200506,8,7,43,5,8,65,1,4,299,12,73717007,BOE-671-2020,N,S,S,77,NGA,5,43,27,S,N
2012,200217,20120,16,200217,6,6,37,6,20110,6,50,256,1,1,0.0,8,8.790806830969624,213.0,4,151.0,5,194.0,4,0.0,2,H,1,51,20231205,20201208,0,1,N,N,0,0,0,0,2020-12-04,N,0,0,0,16.0,3,N,1,10,68,35,S,S,1,1,20200216,6,6,19,8,3,158,5,4,198,9,92981826,BOE-328-2014,S,S,S,34,AUS,4,17,17,S,N
2021,200218,20210,20,200218,6,1,74,20,20170,3,50,419,3,3,0.0,4,4.948948838374522,356.0,1,333.0,1,321.0,5,8.848,3,M,2,37,20220310,20210511,1,0,S,S,1,1,0,1,2020-05-23,S,0,0,0,0.0,2,S,1,6,91,24,S,N,1,0,20230819,6,4,27,1,9,59,6,2,342,4,15867870,BOE-787-2012,S,N,N,91,QAT,8,17,50,S,S
2014,200219,20140,68,200219,5,6,35,21,20130,8,20,259,5,1,1.0,4,4.533684081404301,243.0,2,243.0,3,240.0,4,9.555,4,H,1,58,20230812,20221201,1,0,N,N,0,0,0,0,2021-05-31,N,0,0,1,30.0,5,S,1,4,44,16,S,N,1,0,20201115,7,5,19,1,8,104,5,3,149,11,20112846,BOE-437-2017,N,N,S,91,QAT,10,11,22,N,N
2017,200220,20170,85,200220,3,4,51,49,20100,9,25,385,4,2,0.0,3,3.9382146151899877,285.0,4,277.0,1,234.0,5,9.379,3,H,1,51,20221114,20220821,1,0,S,S,1,1,1,1,2022-02-13,S,0,0,0,9.0,3,N,0,3,24,47,S,N,1,0,20200122,2,5,37,6,1,441,7,10,274,9,68886959,BOE-360-2010,S,S,N,54,MRT,8,37,27,N,S
2023,200221,20230,55,200221,5,3,21,10,20100,3,40,328,3,1,0.0,7,8.288971372195363,319.0,3,216.0,4,273.0,5,0.0,1,M,2,59,20200518,20231007,0,1,S,N,1,0,1,0,2020-01-10,N,0,0,0,12.0,5,N,0,3,8,15,N,S,0,1,20221020,9,4,17,4,5,493,4,9,480,2,59961498,BOE-454-2017,S,S,N,88,ESP,2,14,26,N,N
2020,200222,20200,83,200222,4,2,53,43,20160,10,13,226,8,3,4.0,6,6.949430794791405,392.0,1,374.0,1,341.0,3,8.894,2,M,2,31,20210924,20210414,1,0,N,N,0,0,1,0,2022-02-22,N,0,0,1,30.0,5,N,1,4,16,1,S,N,1,0,20210609,6,4,7,3,7,98,7,4,207,12,60858653,BOE-978-2015,N,N,N,98,COL,4,31,29,N,S
2013,200223,20130,62,200223,5,2,6,14,20110,6,37,322,4,4,0.0,4,3.847837099269164,241.0,2,171.0,4,197.0,3,0.0,2,M,2,32,20210513,20211105,0,1,S,N,1,0,1,0,2022-11-19,N,0,0,1,12.0,1,N,1,6,19,31,S,S,1,1,20220919,2,6,14,1,9,144,1,4,44,3,8289024,BOE-638-2023,S,S,S,12,ITA,3,26,14,N,S
2018,200224,20180,12,200224,6,2,60,47,20100,14,48,158,3,3,0.0,8,8.905014424658448,270.0,4,270.0,4,251.0,1,6.861,1,H,1,45,20220107,20201112,1,0,S,S,1,1,1,1,2022-02-15,S,0,0,1,18.0,5,S,0,2,80,16,S,N,1,0,20220102,7,4,29,7,10,294,5,3,171,8,1534878,BOE-825-2012,S,N,S,52,EST,3,33,40,N,N
2011,200225,20110,33,200225,1,6,76,45,20100,7,4,129,7,5,0.0,4,4.816026082291833,324.0,2,297.0,3,285.0,2,0.0,5,H,1,29,20220508,20201108,0,0,S,N,1,0,0,0,2021-04-15,N,0,0,0,4.0,4,S,0,5,3,7,N,N,0,0,20220412,4,5,32,6,2,216,1,10,47,8,49330907,BOE-862-2012,S,N,N,71,LSO,9,2,49,S,S
2017,200226,20170,9,200226,7,3,95,9,20100,6,25,467,5,3,0.0,5,4.592570694682019,263.0,1,193.0,3,233.0,5,0.0,4,H,1,57,20220318,20230906,0,0,N,S,0,1,0,0,2022-09-14,N,0,0,0,21.0,4,S,0,3,59,42,N,N,0,0,20221021,2,1,18,7,3,254,7,2,47,5,78176558,BOE-541-2013,S,N,S,55,SMR,8,48,50,S,S
2017,200227,20170,15,200227,6,6,91,33,20120,12,18,69,2,1,0.0,6,7.264091486910443,232.0,1,148.0,3,207.0,1,0.0,2,M,2,36,20230128,20230907,0,0,S,N,1,0,0,0,2022-09-06,N,0,0,1,18.0,3,S,0,1,59,48,N,S,0,1,20211230,7,7,40,7,5,496,6,8,88,15,48258264,BOE-526-2020,S,N,N,50,NZL,2,2,22,N,S
2024,200228,20240,53,200228,1,6,35,18,20210,13,45,313,4,1,0.0,4,4.45931458684135,306.0,4,301.0,4,301.0,5,7.083,3,M,2,59,20220901,20200102,1,0,S,S,1,1,0,1,2022-01-10,S,0,0,1,26.0,2,S,1,7,11,23,N,N,0,0,20200801,1,8,16,7,10,160,6,1,333,13,10988446,BOE-567-2019,S,N,N,96,SVK,8,28,29,N,N
2013,200229,20130,88,200229,1,1,14,38,20100,3,2,492,5,1,1.0,5,5.027410957142996,233.0,1,211.0,1,211.0,3,7.573,3,H,1,26,20201114,20210114,1,0,S,S,1,1,1,0,2023-07-09,N,0,0,0,12.0,2,N,1,7,69,28,S,N,1,0,20210626,4,6,1,8,7,433,8,8,308,5,75686878,BOE-239-2017,N,S,S,61,CHN,3,14,26,S,S
2022,200230,20220,16,200230,7,3,84,18,20140,11,39,283,5,5,0.0,6,6.274500906608216,206.0,4,140.0,3,200.0,2,0.0,1,H,1,20,20231011,20221004,0,1,S,S,1,1,1,0,2020-02-21,N,0,0,0,9.0,5,S,0,3,5,36,N,N,0,0,20210613,2,5,29,7,10,181,6,1,125,12,92981826,BOE-366-2022,N,S,S,18,ZAF,10,28,32,S,S
2011,200231,20110,66,200231,2,4,36,31,20100,6,28,144,3,1,0.0,6,6.066254581689851,297.0,3,286.0,2,274.0,3,9.587,4,M,2,61,20210110,20220213,1,0,S,N,1,0,0,1,2023-08-12,S,0,0,1,4.0,1,S,1,1,6,4,N,S,0,1,20210423,2,7,26,1,4,322,3,6,9,13,76866717,BOE-959-2017,S,N,N,21,VNM,2,44,9,N,S
2019,200232,20190,56,200232,7,6,57,23,20180,11,34,91,1,1,0.0,7,7.754163456485648,208.0,5,173.0,1,208.0,2,0.0,1,H,1,57,20230403,20221014,0,0,S,S,1,1,0,0,2021-10-24,N,1,1,1,19.0,1,N,1,6,42,3,S,S,1,1,20200826,9,1,27,6,1,302,2,6,261,13,70890196,BOE-658-2013,S,N,S,84,BWA,3,34,34,S,S
2023,200233,20230,77,200233,1,6,6,27,20110,10,15,45,4,1,0.0,5,5.411175628591096,355.0,4,322.0,4,338.0,2,0.0,2,H,1,50,20230116,20231221,0,0,N,N,0,0,0,0,2021-11-11,N,0,0,1,23.0,4,S,0,10,84,16,S,N,1,0,20210331,9,3,4,3,6,88,5,3,488,12,78268756,BOE-227-2013,S,S,S,61,CHN,7,40,12,N,S
2024,200234,20240,42,200234,4,4,59,23,20200,4,6,17,8,2,0.0,4,4.498045640789735,286.0,4,214.0,5,240.0,5,0.0,5,H,1,46,20230503,20210811,0,0,N,N,0,0,0,0,2022-10-21,N,0,0,1,4.0,3,N,0,2,96,1,N,S,0,1,20200102,10,1,15,6,1,435,7,4,2,7,50147077,BOE-819-2014,S,N,N,63,UZB,8,40,36,N,S
2020,200235,20200,6,200235,4,1,74,12,20150,8,17,142,7,3,3.0,5,5.00237162724588,318.0,4,300.0,1,264.0,1,9.352,3,H,1,27,20211108,20220222,1,0,S,S,1,1,0,0,2021-02-11,N,0,0,1,5.0,2,S,1,2,1,19,S,N,1,0,20230901,4,1,4,8,7,93,6,2,86,10,35835371,BOE-925-2017,N,S,N,19,CMR,6,44,33,S,S
2014,200236,20140,47,200236,2,3,20,27,20120,1,6,139,4,4,0.0,3,2.9240897854112102,378.0,1,328.0,3,328.0,3,9.789,2,M,2,20,20200227,20210720,1,0,N,S,0,1,0,1,2021-11-17,S,0,0,0,15.0,4,N,0,8,74,13,S,N,1,0,20230513,10,8,38,3,6,16,8,2,390,5,72144402,BOE-762-2017,S,S,N,94,UGA,6,49,33,S,S
2019,200237,20190,7,200237,3,3,20,5,20150,2,30,181,7,6,3.0,4,3.967738388237718,217.0,4,195.0,4,194.0,2,5.297,2,M,2,39,20220406,20220904,1,0,N,N,0,0,0,0,2020-07-06,N,0,0,0,6.0,1,N,0,6,56,13,N,N,0,0,20200908,9,9,38,5,1,114,8,2,198,12,44241559,BOE-340-2019,N,S,S,97,GAB,6,36,6,S,N
2020,200238,20200,28,200238,2,3,37,19,20100,12,36,365,7,3,0.0,3,3.4560656817685924,333.0,2,259.0,1,297.0,5,0.0,2,M,2,35,20200809,20231023,0,0,N,N,0,0,1,0,2023-10-21,N,0,0,0,9.0,3,S,0,1,10,50,S,S,1,1,20210521,1,7,12,6,2,417,5,7,463,11,41738753,BOE-165-2014,N,S,N,60,RUS,10,41,49,S,S
2023,200239,20230,82,200239,6,1,59,25,20100,8,8,321,4,3,0.0,8,8.126176609024904,284.0,1,230.0,5,274.0,3,0.0,1,M,2,41,20210505,20210426,0,1,N,N,0,0,1,0,2023-06-30,N,0,0,1,21.0,1,S,0,8,34,17,S,N,1,0,20231006,3,10,45,6,2,461,6,1,150,1,7467311,BOE-231-2010,N,S,N,7,AUT,10,11,44,N,S
2019,200240,20190,16,200240,1,5,46,17,20140,13,34,230,3,2,0.0,5,5.639454378103076,258.0,2,256.0,5,255.0,3,7.904,3,H,1,30,20200223,20220712,1,0,S,N,1,0,0,1,2021-05-04,S,0,0,1,12.0,5,N,0,2,80,9,S,S,1,1,20210408,9,9,35,6,1,71,7,3,210,14,92981826,BOE-732-2013,S,S,N,77,NGA,8,6,26,S,S
2023,200241,20230,35,200241,4,3,46,3,20170,9,28,252,3,2,0.0,8,7.825657446352826,303.0,1,283.0,5,246.0,2,5.392,4,H,1,51,20230627,20220726,1,0,N,S,0,1,0,1,2020-04-30,S,0,0,0,3.0,3,S,0,1,60,29,N,N,0,0,20210626,2,10,30,2,6,226,3,3,237,14,29641883,BOE-818-2017,N,N,S,35,IRQ,2,47,47,N,N
2024,200242,20240,8,200242,1,2,18,20,20220,14,44,248,5,4,0.0,7,7.810337652609251,230.0,4,176.0,5,185.0,5,0.0,2,M,2,28,20211208,20210219,0,1,N,N,0,0,1,0,2023-05-17,N,0,0,1,24.0,2,N,0,7,81,39,S,N,1,0,20200322,7,10,4,1,9,428,3,6,32,15,40526484,BOE-182-2016,N,N,N,3,ISL,5,10,3,N,N
2013,200243,20130,100,200243,3,2,28,14,20120,1,13,341,8,5,4.0,7,6.93545179233916,302.0,1,301.0,5,276.0,5,5.794,2,H,1,39,20230818,20220122,1,0,N,S,0,1,1,0,2023-04-29,N,0,0,1,20.0,3,N,0,10,21,35,S,S,1,1,20220411,6,3,17,1,9,156,5,4,372,14,77619624,BOE-951-2020,N,S,N,44,YEM,7,31,45,S,S
2011,200244,20110,45,200244,6,5,54,28,20100,12,4,188,2,1,0.0,7,7.365557917765585,231.0,3,225.0,1,223.0,4,5.153,2,M,2,31,20230721,20230826,1,0,S,N,1,0,0,1,2023-01-02,S,0,0,1,5.0,3,N,1,5,55,1,S,N,1,0,20201002,4,1,31,8,8,396,7,4,230,5,73717007,BOE-147-2017,N,S,N,95,NLD,8,7,49,S,N
2021,200245,20210,76,200245,4,4,88,42,20110,1,21,215,2,2,0.0,8,8.137879298880888,327.0,3,278.0,5,278.0,1,0.0,1,H,1,44,20210602,20210405,0,0,S,N,1,0,1,0,2021-07-04,N,1,0,1,4.0,5,N,1,2,70,44,N,S,0,1,20200318,10,4,47,7,2,63,6,5,419,9,96223100,BOE-318-2011,N,S,S,42,SWE,3,23,14,S,N
2019,200246,20190,9,200246,7,3,85,30,20100,14,18,67,2,2,0.0,7,8.404842260211415,191.0,3,170.0,3,184.0,4,0.0,4,H,1,55,20211112,20231223,0,0,S,S,1,1,1,0,2023-01-21,N,0,0,0,13.0,2,S,1,2,29,40,N,S,0,1,20200929,7,4,15,1,8,479,6,8,287,12,78176558,BOE-100-2021,S,N,N,35,IRQ,5,15,8,S,S
