ID_CURSO_ACADEMICO_COHORTE_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO_COHORTE,ID_EXPEDIENTE_ACADEMICO,ID_PLAN_ESTUDIO,ID_CENTRO,ID_ALUMNO,ID_TIPO_ACCESO,ID_SEXO,ID_RANGO_CREDITOS_MATRICULADOS,ID_RANGO_CREDITOS_SUPERADOS,ID_CURSO_ACAD_GRADUACION,ID_CURSO_ACAD_ABANDONO,ID_CURSO_ACAD_TRASLADO,ID_RANGO_CALIFICACION_FINAL,ID_TIPO_ABANDONO,EDAD_INGRESO,DURACION,CREDITOS_NECESARIOS,CREDITOS_MATRICULADOS,CREDITOS_SUPERADOS,CREDITOS_PRESENTADOS,CREDITOS_SUSPENDIDOS,CREDITOS_RECONOCIDOS,CREDITOS_TRANSFERIDOS,GRADUADO,TRASLADO,INGRESO,FLG_NUEVO_INGRESO,FLG_ABANDONO_INICIAL,FLG_GRADUADO_EN_TIEMPO,FECHA_CARGA,SN_GRADUADO_EN_TIEMPO,NOTA_ADMISION,ABANDONO_GENERICO,ABANDONO_OFICIAL,FLG_PLAN_OFICIAL,FLG_TASA_ABANDONO,FLG_TASA_GRADUACION,FLG_CALCULO_TASA,ID_ESTUDIO_PREVIO,ID_PAIS_NACIONALIDAD,ID_POBLACION_FAMILIAR,ID_ESTUDIO,ID_CENTRO_INICIO,FLG_TRASLADO_MISMO_ESTUDIO,ID_FECHA_CARGA,ID_TIPO_ESTUDIO,ID_TIPO_CENTRO,ID_CAMPUS_CENTRO,ID_RAMA_CONOCIMIENTO,ID_POBLACION_CENTRO,ID_PERSONA_NIP_NK,CURSOS_MATRICULADOS,CURSO_MAS_ALTO_MATRICULADO,CURSOS_EXTRA_GRADUACION,CALIFICACION_FINAL,SN_ABANDONO_INICIAL,SN_GRADUADO,SN_ABANDONO_OFICIAL,ID_PAIS_FAMILIAR,ID_PAIS_FAMILIAR_NK,ID_EDAD_EST,FLG_GRADUADO_IDONEO,SN_GRADUADO_IDONEO,FLG_MULTIPLE_TITULACION,SN_MULTIPLE_TITULACION,FLG_C_ABANDONOINI,FLG_C_ABANDONO,FLG_C_IDONEIDAD,FLG_C_GRADUACION,FE_C_ABANDONOINI,FE_C_ABANDONO,FE_C_IDONEIDAD,FE_C_GRADUACION,FECHA_ACTUAL
2013,300202,20130,300202,31,29,29,13,1,2,3,,,20180.0,,2,22,1,251,280,193,215,22,24,7,0,1,1,1,0,0,2022-07-22,N,9.99,0,0,0,0,0,0,9,19,268,14,24,1,20210721,2,7,10,6,198,51335545,2,6,0,,N,N,N,11,GIN,6,0,N,0,N,0,0,0,1,,,,2021-04-10,2025-05-24
2013,300203,20130,300203,19,36,100,3,1,4,4,,20210.0,,,1,60,3,183,228,141,171,30,30,18,0,0,1,0,0,0,2022-08-01,N,12.44,1,0,0,1,0,0,8,60,7,7,30,0,20210208,1,2,7,1,203,80251151,3,2,0,,N,N,N,24,BLZ,2,0,N,0,N,0,1,0,0,,2022-07-11,,,2025-05-24
2012,300204,20120,300204,71,9,28,11,1,3,4,,20130.0,,,5,41,7,257,295,294,306,12,6,8,0,0,1,1,1,0,2023-02-21,N,7.33,1,1,1,1,0,1,3,76,140,66,17,0,20211022,6,4,2,2,10,50259293,1,6,0,,S,N,S,100,VUT,5,0,N,0,N,1,1,0,1,2022-06-06,2020-11-18,,2022-08-28,2025-05-24
2021,300205,20210,300205,13,24,5,10,1,2,2,20220.0,,,4.0,6,47,5,333,344,339,360,21,26,8,1,0,1,0,0,0,2021-10-19,N,12.33,0,0,0,0,1,1,8,18,197,81,16,0,20211209,5,7,8,7,381,34152669,5,5,1,9.4,N,S,N,80,ETH,3,0,N,0,N,0,1,1,0,,2020-10-02,2020-02-20,,2025-05-24
2018,300206,20180,300206,29,1,94,3,2,1,1,20200.0,,,3.0,6,56,3,231,265,262,270,8,13,19,1,0,1,0,0,0,2022-08-02,N,10.37,0,0,0,0,1,0,2,58,4,57,17,0,20200619,1,6,6,5,270,38824283,5,1,1,8.25,N,S,N,67,SVN,7,0,N,0,N,0,1,1,0,,2022-07-03,2022-03-25,,2025-05-24
2018,300207,20180,300207,7,45,84,14,1,1,4,20200.0,,,1.0,4,18,8,332,380,362,364,2,7,0,1,0,1,1,0,0,2023-07-18,N,6.41,0,0,1,0,1,1,3,83,269,39,49,0,20230622,8,5,2,9,175,99393741,6,6,2,8.56,N,S,N,86,BHR,10,0,N,1,S,0,0,1,1,,,2022-10-20,2021-11-28,2025-05-24
2020,300208,20200,300208,40,33,53,7,1,1,1,20220.0,,,5.0,2,55,2,260,297,279,281,2,1,18,1,0,1,1,0,0,2023-11-28,N,7.04,0,0,1,0,1,1,10,9,310,13,46,0,20221107,6,3,7,9,267,96515159,6,1,2,7.62,N,S,N,66,CAF,3,0,N,1,S,1,1,1,0,2023-09-08,2021-01-29,2021-04-12,,2025-05-24
2013,300209,20130,300209,97,32,90,4,2,2,3,,,20220.0,,5,34,2,342,346,322,343,21,14,11,0,1,1,0,0,0,2020-04-03,N,11.91,0,0,1,0,0,0,10,75,352,30,12,0,20230827,1,8,7,9,374,29161379,5,2,0,,N,N,N,95,NLD,2,0,N,0,N,0,1,0,0,,2021-03-19,,,2025-05-24
2010,300210,20100,300210,70,27,95,2,2,3,4,20160.0,,,3.0,5,51,4,245,268,256,257,1,30,10,1,0,1,0,0,0,2020-08-03,N,9.14,0,0,0,0,1,1,10,61,489,72,7,0,20220111,8,6,9,8,27,31428626,5,3,1,6.57,N,S,N,84,BWA,7,0,N,1,S,1,1,1,1,2023-11-19,2023-10-29,2021-12-13,2023-03-17,2025-05-24
2016,300211,20160,300211,62,27,62,5,2,4,5,20220.0,,,1.0,4,56,6,283,325,293,304,11,10,4,1,0,1,1,0,0,2020-11-04,N,12.27,0,0,0,0,1,1,2,53,396,41,50,0,20210513,2,4,6,4,292,20820038,5,6,1,7.39,N,S,N,12,ITA,5,0,N,0,N,1,1,1,0,2021-07-09,2021-06-08,2022-08-03,,2025-05-24
2013,300212,20130,300212,45,45,13,4,1,4,3,,,,,3,47,7,233,265,183,194,11,19,2,0,0,1,1,0,0,2020-03-10,N,6.6,0,0,1,0,0,1,8,37,32,83,40,0,20220108,5,4,2,10,349,94004067,1,4,0,,N,N,N,24,BLZ,9,0,N,0,N,0,0,1,0,,,2023-03-02,,2025-05-24
2020,300213,20200,300213,65,39,100,12,1,4,3,20230.0,,,1.0,3,29,6,205,240,210,220,10,23,14,1,0,1,0,0,0,2020-12-27,N,5.34,0,0,0,0,1,1,3,93,23,9,48,0,20211228,3,5,4,7,227,80251151,5,2,1,6.21,N,S,N,66,CAF,6,0,N,0,N,0,0,1,0,,,2022-09-03,,2025-05-24
2020,300214,20200,300214,28,11,24,1,1,1,4,,,20230.0,,2,47,7,249,250,227,243,16,0,15,0,1,1,0,0,0,2020-08-12,N,10.91,0,0,1,0,0,0,8,55,271,1,12,0,20210815,2,2,2,5,441,86104027,1,3,0,,N,N,N,32,THA,8,0,N,0,N,1,0,1,1,2022-05-25,,2020-01-15,2022-01-19,2025-05-24
2020,300215,20200,300215,81,25,4,3,2,1,3,20230.0,,,3.0,1,47,8,326,380,330,356,26,30,16,1,0,1,1,0,1,2023-06-06,S,6.07,0,0,1,0,1,0,10,8,17,50,43,0,20200515,7,1,3,9,411,53143336,4,4,0,5.73,N,S,N,32,THA,5,1,S,0,N,0,1,1,1,,2021-08-26,2023-07-18,2023-04-20,2025-05-24
2020,300216,20200,300216,39,47,7,8,2,3,2,20240.0,,,4.0,2,62,5,321,334,327,331,4,29,13,1,0,1,1,0,1,2021-01-15,S,7.51,0,0,0,0,1,0,3,55,147,92,32,0,20230109,5,7,10,9,65,29246218,3,1,0,9.09,N,S,N,37,SLB,7,1,S,0,N,1,1,1,1,2022-04-12,2021-09-19,2020-12-05,2022-12-24,2025-05-24
2019,300217,20190,300217,59,34,26,11,2,2,3,,,20220.0,,4,32,3,315,357,261,284,23,11,10,0,1,1,0,0,0,2023-04-26,N,13.07,0,0,0,0,0,1,3,62,480,82,50,0,20220102,6,4,7,6,199,86688655,2,4,0,,N,N,N,35,IRQ,2,0,N,1,S,0,1,0,1,,2022-03-22,,2020-07-01,2025-05-24
2022,300218,20220,300218,79,24,10,6,1,5,4,,,20240.0,,7,21,4,266,283,224,229,5,13,19,0,1,1,1,0,0,2022-03-15,N,10.49,0,0,1,0,0,1,6,13,30,98,9,1,20220120,2,1,9,9,305,6078694,3,4,0,,N,N,N,28,KAZ,4,0,N,1,S,1,1,1,1,2020-02-18,2022-04-24,2023-04-16,2023-04-15,2025-05-24
2021,300219,20210,300219,63,42,79,1,1,3,1,20230.0,,,4.0,1,32,2,305,344,341,369,28,25,11,1,0,1,1,0,0,2021-01-27,N,11.0,0,0,0,0,1,1,9,22,111,63,13,0,20200919,6,5,6,5,194,80233330,5,5,1,6.24,N,S,N,97,GAB,10,0,N,0,N,0,1,1,1,,2020-05-13,2021-08-31,2020-08-23,2025-05-24
2012,300220,20120,300220,33,10,64,8,1,5,5,,,,,4,51,6,282,332,234,253,19,20,18,0,0,1,0,0,0,2023-03-03,N,6.17,0,0,1,0,0,0,9,14,333,25,45,0,20230103,8,3,4,2,43,25297417,1,3,0,,N,N,N,60,RUS,4,0,N,0,N,1,1,1,0,2023-12-16,2022-11-06,2020-06-21,,2025-05-24
2018,300221,20180,300221,8,11,14,2,1,1,3,20200.0,,,4.0,5,20,3,268,307,300,307,7,25,19,1,0,1,1,0,1,2023-06-30,S,7.81,0,0,1,0,1,0,2,37,113,65,47,0,20221231,3,7,4,4,165,8557710,3,2,0,7.46,N,S,N,95,NLD,2,1,S,1,S,1,1,1,0,2023-09-05,2022-07-08,2022-06-10,,2025-05-24
2013,300222,20130,300222,26,47,39,5,2,3,2,20240.0,,,5.0,6,62,4,194,205,205,229,24,29,10,1,0,1,0,0,0,2022-06-26,N,11.57,0,0,1,0,1,1,2,64,93,80,37,0,20220304,2,4,8,2,176,46676884,5,4,1,9.18,N,S,N,59,BRA,1,0,N,0,N,0,1,1,1,,2020-09-03,2022-12-11,2021-08-08,2025-05-24
2011,300223,20110,300223,55,18,54,5,2,3,5,20140.0,,,5.0,5,42,7,266,278,276,279,3,5,9,1,0,1,0,0,1,2022-03-06,S,7.11,0,0,1,0,1,0,2,54,442,50,38,0,20210205,4,2,3,4,352,73074216,1,1,0,5.46,N,S,N,23,GTM,6,1,S,1,S,1,1,0,0,2023-11-14,2020-09-20,,,2025-05-24
2022,300224,20220,300224,79,37,25,10,2,2,1,,,20230.0,,7,46,8,224,274,220,236,16,8,3,0,1,1,1,0,0,2021-05-02,N,7.09,0,0,1,0,0,1,7,53,229,78,7,1,20230519,8,7,4,4,177,97883579,1,6,0,,N,N,N,86,BHR,10,0,N,1,S,1,1,0,0,2021-06-03,2020-04-05,,,2025-05-24
2022,300225,20220,300225,59,26,34,15,1,5,2,,20230.0,,,7,58,5,319,343,276,299,23,9,7,0,0,1,1,1,0,2022-03-29,N,13.7,1,1,0,1,0,0,8,82,245,16,11,0,20211117,8,6,2,2,117,91634516,1,2,0,,S,N,S,16,BLR,9,0,N,0,N,1,1,1,0,2022-12-02,2020-10-05,2020-02-01,,2025-05-24
2022,300226,20220,300226,80,27,61,13,1,5,5,20230.0,,,1.0,1,20,6,342,346,342,356,14,7,14,1,0,1,1,0,0,2020-03-03,N,13.8,0,0,0,0,1,0,5,43,74,64,25,0,20200520,1,8,7,10,477,46460773,6,5,2,8.07,N,S,N,40,TUV,9,0,N,0,N,1,1,1,0,2023-03-18,2023-10-12,2023-04-25,,2025-05-24
2023,300227,20230,300227,17,47,24,13,1,3,2,20240.0,,,5.0,3,22,4,180,207,184,184,0,9,5,1,0,1,1,0,1,2021-05-06,S,9.49,0,0,1,0,1,1,3,80,317,12,41,0,20210608,2,5,5,10,369,86104027,3,1,0,8.61,N,S,N,67,SVN,3,1,S,1,S,1,0,1,0,2022-12-10,,2022-03-14,,2025-05-24
2012,300228,20120,300228,8,18,63,2,2,2,5,20220.0,,,1.0,5,59,1,324,384,383,400,17,5,17,1,0,1,1,0,0,2023-03-04,N,6.36,0,0,1,0,1,1,9,47,46,24,1,0,20210817,5,5,4,10,6,36997080,5,4,1,9.71,N,S,N,93,CHL,10,0,N,0,N,1,1,0,0,2020-11-09,2020-04-16,,,2025-05-24
2022,300229,20220,300229,64,3,25,11,2,5,3,,20240.0,,,1,65,1,247,254,254,278,24,13,10,0,0,1,0,1,0,2022-07-01,N,13.99,1,1,1,1,0,0,4,85,312,16,15,0,20230913,7,5,4,8,378,97883579,2,1,0,,S,N,S,65,KOR,6,0,N,1,S,0,0,0,1,,,,2020-09-30,2025-05-24
2014,300230,20140,300230,100,12,40,4,1,4,2,20190.0,,,3.0,6,42,1,230,237,234,236,2,16,3,1,0,1,1,0,0,2023-06-23,N,10.77,0,0,1,0,1,1,9,87,370,93,13,0,20221013,3,6,9,4,308,15922674,5,3,1,9.81,N,S,N,96,SVK,7,0,N,0,N,1,1,1,1,2020-04-14,2023-08-25,2021-07-23,2021-10-08,2025-05-24
2022,300231,20220,300231,95,32,58,3,1,2,3,,,20240.0,,4,19,8,248,270,234,234,0,19,5,0,1,1,0,0,0,2021-10-06,N,5.31,0,0,1,0,0,0,10,23,44,76,17,1,20220423,10,3,9,6,304,30824989,2,2,0,,N,N,N,17,URY,10,0,N,1,S,0,1,0,1,,2022-10-21,,2021-12-02,2025-05-24
2016,300232,20160,300232,83,42,76,4,2,3,2,20200.0,,,5.0,2,55,8,260,269,269,282,13,13,8,1,0,1,1,0,0,2021-10-07,N,7.26,0,0,1,0,1,0,3,24,265,70,22,0,20220715,6,4,5,9,220,79717834,6,1,2,6.42,N,S,N,71,LSO,5,0,N,0,N,0,0,1,1,,,2023-02-11,2021-05-21,2025-05-24
2016,300233,20160,300233,70,18,27,1,1,4,5,20200.0,,,2.0,6,29,8,230,273,264,280,16,17,15,1,0,1,0,0,1,2020-07-08,S,7.49,0,0,0,0,1,0,8,11,42,91,45,0,20220724,8,1,8,10,139,56420024,1,3,0,5.29,N,S,N,90,TTO,5,1,S,1,S,0,0,1,1,,,2023-11-14,2022-07-30,2025-05-24
2021,300234,20210,300234,53,3,84,7,1,1,4,,,20220.0,,3,18,6,263,309,211,236,25,16,19,0,1,1,1,0,0,2023-11-05,N,5.75,0,0,1,0,0,1,1,45,134,55,2,1,20220315,6,5,10,10,57,99393741,4,1,0,,N,N,N,28,KAZ,8,0,N,0,N,0,1,0,0,,2020-04-16,,,2025-05-24
2015,300235,20150,300235,5,11,76,5,2,1,2,20210.0,,,1.0,7,55,6,352,405,394,407,13,9,2,1,0,1,1,0,1,2021-11-07,S,9.67,0,0,0,0,1,0,9,20,247,66,41,0,20210924,6,3,8,9,18,79717834,2,2,0,5.45,N,S,N,1,ESP,4,1,S,1,S,1,0,0,1,2023-09-11,,,2022-02-08,2025-05-24
2021,300236,20210,300236,74,8,17,12,1,4,4,,20240.0,,,6,51,4,227,269,211,234,23,13,2,0,0,1,1,1,0,2021-03-30,N,8.08,1,1,0,1,0,0,2,2,427,76,16,0,20231229,5,3,5,1,433,9263592,2,1,0,,S,N,S,38,PAK,10,0,N,0,N,0,0,1,1,,,2020-07-27,2022-08-29,2025-05-24
2011,300237,20110,300237,90,21,40,14,1,1,1,,,20210.0,,5,55,6,205,212,188,198,10,3,19,0,1,1,0,0,0,2022-12-02,N,6.96,0,0,0,0,0,1,5,9,59,89,15,0,20211223,1,4,3,3,491,15922674,2,3,0,,N,N,N,25,PHL,6,0,N,0,N,1,1,1,1,2020-08-08,2022-10-06,2023-03-12,2023-12-24,2025-05-24
2014,300238,20140,300238,79,2,65,3,1,3,3,,20210.0,,,1,47,1,340,365,319,319,0,12,8,0,0,1,0,1,0,2022-04-21,N,11.31,1,0,0,1,0,1,10,53,311,26,43,0,20230418,7,7,2,3,161,97311066,1,6,0,,S,N,N,57,MLI,2,0,N,0,N,1,1,0,1,2022-04-12,2020-02-08,,2020-10-01,2025-05-24
2011,300239,20110,300239,64,42,32,9,2,1,1,20200.0,,,5.0,4,64,6,183,184,183,205,22,22,12,1,0,1,1,0,1,2020-06-17,S,5.2,0,0,1,0,1,0,3,81,474,37,10,0,20201009,5,2,1,8,228,50418290,4,1,0,9.6,N,S,N,7,AUT,2,1,S,1,S,1,0,0,1,2020-01-12,,,2020-03-17,2025-05-24
2016,300240,20160,300240,61,37,41,7,2,3,3,20180.0,,,1.0,1,41,8,184,209,205,231,26,11,8,1,0,1,1,0,1,2023-09-16,S,11.42,0,0,1,0,1,0,7,95,107,76,22,0,20211112,6,3,8,3,253,23954324,2,4,0,5.87,N,S,N,70,BRN,10,1,S,0,N,1,1,0,1,2020-01-08,2021-10-07,,2022-03-27,2025-05-24
2021,300241,20210,300241,6,16,98,6,2,3,3,20240.0,,,3.0,5,20,6,317,370,338,367,29,18,20,1,0,1,1,0,1,2023-05-13,S,13.62,0,0,1,0,1,0,2,26,165,39,29,0,20220628,6,8,2,9,185,42802529,2,2,0,6.75,N,S,N,43,TWN,5,1,S,0,N,0,0,1,1,,,2020-02-06,2022-09-03,2025-05-24
2021,300242,20210,300242,69,35,50,13,1,5,5,,,20230.0,,4,56,4,358,370,334,352,18,6,10,0,1,1,0,0,0,2020-08-01,N,8.15,0,0,0,0,0,1,10,60,238,46,18,1,20201101,10,3,1,4,261,40045602,1,2,0,,N,N,N,76,COM,8,0,N,1,S,0,1,0,1,,2023-04-15,,2023-10-07,2025-05-24
2022,300243,20220,300243,39,39,23,2,2,1,4,20230.0,,,5.0,3,32,4,223,238,223,247,24,15,10,1,0,1,0,0,1,2022-03-01,S,5.92,0,0,0,0,1,0,2,68,80,35,22,0,20201129,9,8,9,10,327,18176954,2,4,0,6.7,N,S,N,7,AUT,2,1,S,1,S,1,1,0,0,2022-04-08,2023-03-05,,,2025-05-24
2017,300244,20170,300244,70,25,62,9,2,5,5,,,,,7,38,8,307,357,269,281,12,28,6,0,0,1,1,0,0,2021-10-18,N,7.31,0,0,0,0,0,0,3,5,439,22,16,0,20210923,2,6,6,5,428,20820038,6,2,0,,N,N,N,29,ZWE,2,0,N,1,S,0,1,0,1,,2021-08-03,,2020-10-17,2025-05-24
2023,300245,20230,300245,6,11,54,6,2,2,1,,,20240.0,,2,37,2,249,296,222,225,3,12,11,0,1,1,0,0,0,2022-04-18,N,5.57,0,0,1,0,0,1,7,92,65,51,44,1,20230708,3,7,6,10,117,73074216,5,4,0,,N,N,N,57,MLI,9,0,N,1,S,0,0,1,0,,,2022-10-20,,2025-05-24
2022,300246,20220,300246,99,26,39,14,2,1,2,,,,,4,39,6,291,335,263,286,23,20,2,0,0,1,0,0,0,2020-07-19,N,13.85,0,0,1,0,0,0,7,31,158,74,32,0,20230924,1,5,5,6,499,46676884,5,1,0,,N,N,N,100,VUT,10,0,N,0,N,0,0,1,0,,,2020-11-02,,2025-05-24
2011,300247,20110,300247,56,33,37,7,2,1,4,20160.0,,,1.0,4,22,5,212,224,224,250,26,4,17,1,0,1,0,0,1,2021-02-15,S,12.7,0,0,1,0,1,1,3,70,24,59,48,0,20200921,3,3,4,3,459,17849589,1,2,0,7.62,N,S,N,10,VCT,6,1,S,0,N,1,1,1,0,2022-09-06,2021-11-13,2022-10-15,,2025-05-24
2011,300248,20110,300248,47,10,90,1,2,4,5,,20120.0,,,7,23,7,285,319,247,258,11,15,10,0,0,1,1,1,0,2021-12-16,N,6.45,1,0,1,1,0,1,10,89,145,9,30,0,20231201,9,7,3,5,38,29161379,2,2,0,,S,N,N,71,LSO,9,0,N,1,S,1,0,0,0,2020-02-09,,,,2025-05-24
2020,300249,20200,300249,92,12,73,5,1,5,1,,,20230.0,,2,34,3,277,327,224,240,16,14,5,0,1,1,1,0,0,2022-11-12,N,13.5,0,0,1,0,0,0,3,67,277,80,22,1,20220608,1,8,5,9,76,27659807,3,4,0,,N,N,N,80,ETH,4,0,N,1,S,1,0,0,1,2022-03-28,,,2022-03-15,2025-05-24
2021,300250,20210,300250,34,47,79,12,1,2,1,,,20240.0,,5,25,7,269,291,268,292,24,5,7,0,1,1,1,0,0,2021-06-15,N,12.39,0,0,0,0,0,1,8,73,92,62,40,1,20231124,8,6,5,10,415,80233330,2,3,0,,N,N,N,18,ZAF,1,0,N,1,S,0,0,1,0,,,2022-12-21,,2025-05-24
2013,300251,20130,300251,43,11,11,5,1,3,2,,,20170.0,,2,44,3,348,379,316,320,4,16,16,0,1,1,1,0,0,2020-08-05,N,7.3,0,0,0,0,0,1,2,47,376,72,27,1,20220501,7,8,5,7,483,56867700,5,6,0,,N,N,N,75,PRY,10,0,N,1,S,0,0,0,0,,,,,2025-05-24
2011,300252,20110,300252,35,47,20,8,2,1,4,,20240.0,,,6,37,4,255,296,270,285,15,21,17,0,0,1,1,1,0,2020-06-19,N,13.38,1,0,1,1,0,0,3,23,444,39,41,0,20201228,10,1,5,4,70,38532662,1,2,0,,S,N,N,93,CHL,10,0,N,0,N,1,1,0,1,2023-03-08,2022-08-21,,2022-03-26,2025-05-24
2010,300253,20100,300253,5,27,29,6,1,5,3,20120.0,,,4.0,6,47,2,183,186,186,210,24,27,9,1,0,1,1,0,1,2023-08-29,S,10.08,0,0,1,0,1,0,9,60,46,48,40,0,20230628,3,8,8,9,203,51335545,4,1,0,6.94,N,S,N,85,NER,9,1,S,0,N,0,1,0,1,,2021-12-10,,2023-10-28,2025-05-24
2015,300254,20150,300254,79,45,76,5,2,5,4,20190.0,,,1.0,3,23,2,264,294,264,269,5,5,13,1,0,1,0,0,1,2023-08-18,S,10.5,0,0,1,0,1,1,9,89,105,3,18,0,20220131,10,4,4,2,114,79717834,4,5,0,9.43,N,S,N,74,SRB,9,1,S,1,S,0,1,1,0,,2023-08-09,2023-02-14,,2025-05-24
2017,300255,20170,300255,64,17,16,3,2,2,2,20230.0,,,2.0,3,18,7,278,325,286,305,19,5,12,1,0,1,0,0,1,2020-06-21,S,12.29,0,0,1,0,1,0,7,80,228,48,1,0,20230719,3,3,4,7,126,8087373,3,1,0,8.45,N,S,N,71,LSO,1,1,S,0,N,1,0,0,1,2023-07-12,,,2020-09-30,2025-05-24
2016,300256,20160,300256,4,19,98,12,2,2,4,,,20190.0,,5,59,6,242,286,243,273,30,10,5,0,1,1,0,0,0,2020-11-28,N,8.78,0,0,0,0,0,1,6,20,65,34,41,0,20230226,2,1,10,8,483,42802529,6,6,0,,N,N,N,44,YEM,5,0,N,1,S,0,0,0,0,,,,,2025-05-24
2020,300257,20200,300257,76,31,77,8,2,4,4,20230.0,,,1.0,5,65,2,315,316,316,326,10,4,13,1,0,1,1,0,1,2023-03-09,S,9.25,0,0,1,0,1,0,1,28,188,34,2,0,20200129,4,5,2,1,358,4506531,4,3,0,9.97,N,S,N,6,UKR,2,1,S,0,N,0,1,0,1,,2023-12-15,,2021-01-03,2025-05-24
2012,300258,20120,300258,91,33,53,6,1,3,5,,,20200.0,,2,55,4,303,358,345,374,29,5,1,0,1,1,0,0,0,2022-08-29,N,12.22,0,0,0,0,0,0,1,30,225,53,22,0,20200204,9,1,2,3,52,96515159,3,6,0,,N,N,N,33,LBR,5,0,N,1,S,1,1,0,1,2023-02-03,2023-07-12,,2022-07-07,2025-05-24
2020,300259,20200,300259,97,45,44,14,2,2,3,,,,,3,52,3,218,251,161,191,30,29,9,0,0,1,1,0,0,2023-08-31,N,6.65,0,0,1,0,0,0,9,82,301,69,22,0,20220426,9,6,8,2,12,70980044,4,3,0,,N,N,N,81,EGY,1,0,N,1,S,1,0,1,0,2021-11-05,,2022-07-23,,2025-05-24
2022,300260,20220,300260,40,49,85,11,2,5,4,20230.0,,,3.0,5,36,2,203,236,231,234,3,18,0,1,0,1,0,0,1,2023-04-04,S,11.09,0,0,1,0,1,0,1,93,427,97,5,0,20210810,7,4,8,1,500,5937353,4,1,0,7.9,N,S,N,65,KOR,3,1,S,0,N,1,0,1,1,2022-06-01,,2023-12-07,2021-10-26,2025-05-24
2013,300261,20130,300261,74,50,85,13,2,3,1,,,,,5,47,3,248,283,254,263,9,24,5,0,0,1,0,0,0,2020-11-23,N,13.15,0,0,0,0,0,0,2,6,413,7,18,0,20230504,5,1,10,1,434,5937353,3,4,0,,N,N,N,93,CHL,4,0,N,0,N,0,0,0,0,,,,,2025-05-24
2022,300262,20220,300262,13,13,83,13,2,4,4,20240.0,,,1.0,2,17,2,334,388,342,342,0,12,18,1,0,1,1,0,1,2022-07-05,S,11.7,0,0,0,0,1,0,9,21,137,92,17,0,20200510,9,3,1,7,476,32847661,2,4,0,6.61,N,S,N,88,ESP,10,1,S,0,N,1,0,1,1,2022-12-12,,2022-12-01,2021-06-24,2025-05-24
2015,300263,20150,300263,49,45,53,10,1,2,5,20210.0,,,1.0,5,54,7,190,193,193,198,5,11,8,1,0,1,0,0,1,2020-05-12,S,9.23,0,0,0,0,1,0,2,81,172,95,43,0,20220626,2,1,5,5,384,96515159,3,2,0,6.76,N,S,N,74,SRB,3,1,S,0,N,0,0,0,1,,,,2022-04-06,2025-05-24
2019,300264,20190,300264,90,11,2,14,2,5,1,,20240.0,,,5,51,7,284,337,229,245,16,19,13,0,0,1,1,0,0,2022-11-06,N,10.32,1,1,1,1,0,1,9,35,62,89,20,0,20230608,8,6,10,5,283,97077009,5,1,0,,N,N,S,49,BIH,5,0,N,1,S,1,0,0,0,2023-07-11,,,,2025-05-24
2018,300265,20180,300265,28,25,31,13,1,3,2,,,,,3,62,6,197,205,179,179,0,12,12,0,0,1,1,0,0,2023-03-04,N,11.03,0,0,0,0,0,1,6,70,296,50,28,0,20201008,7,4,7,10,316,50666702,6,1,0,,N,N,N,1,ESP,2,0,N,0,N,1,1,1,1,2021-11-21,2020-05-09,2021-10-14,2022-12-03,2025-05-24
2014,300266,20140,300266,40,10,93,13,2,2,2,,20150.0,,,4,42,2,343,380,370,398,28,29,20,0,0,1,0,1,0,2021-03-06,N,11.26,1,1,0,1,0,1,2,33,249,34,33,0,20220615,3,3,8,9,385,67631755,1,5,0,,S,N,S,87,MWI,2,0,N,1,S,0,0,1,0,,,2020-11-06,,2025-05-24
2010,300267,20100,300267,94,25,46,14,2,5,3,,,20150.0,,7,48,3,344,377,370,377,7,17,7,0,1,1,0,0,0,2021-09-22,N,11.88,0,0,1,0,0,0,1,95,458,86,20,0,20210525,1,6,5,10,289,97691465,1,2,0,,N,N,N,38,PAK,10,0,N,0,N,1,0,0,1,2022-07-09,,,2021-11-04,2025-05-24
2013,300268,20130,300268,4,47,29,9,1,3,5,20190.0,,,4.0,4,56,7,317,349,346,368,22,21,0,1,0,1,1,0,1,2020-01-16,S,7.42,0,0,0,0,1,1,4,37,315,39,48,0,20201031,10,4,10,4,68,51335545,1,3,0,5.01,N,S,N,50,NZL,4,1,S,0,N,0,1,0,0,,2020-08-27,,,2025-05-24
2014,300269,20140,300269,53,7,100,8,1,2,2,,,20190.0,,2,54,4,244,259,207,227,20,11,13,0,1,1,1,0,0,2020-10-08,N,9.19,0,0,1,0,0,1,3,49,424,71,26,0,20231013,8,7,5,10,420,80251151,5,6,0,,N,N,N,80,ETH,2,0,N,1,S,0,1,1,0,,2020-02-09,2022-12-21,,2025-05-24
2015,300270,20150,300270,3,34,39,14,2,3,3,,,20180.0,,6,56,7,220,255,203,212,9,0,13,0,1,1,0,0,0,2020-12-08,N,7.48,0,0,1,0,0,0,9,12,30,67,49,1,20200301,6,5,5,9,396,46676884,4,5,0,,N,N,N,80,ETH,1,0,N,0,N,0,1,0,1,,2021-11-10,,2021-04-29,2025-05-24
