ID_CURSO_INFORME_NK,ID_CURSO_MATRICULA_NK,ID_PERSONA_NIP_NK,ID_CENTRO_NK,ID_PLAN_ESTUDIO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_DEDICACION_ALUMNO_NK,FLG_NUEVO_INGRESO,FLG_EN_PROGRAMA_MOVILIDAD,FECHA_LECTURA_TESIS,SN_COTUTELA_TESIS,SN_MENCION_INTERNAC_TESIS,FECHA_MATRICULA,ID_ASIGNATURA_NK,CALIFICACION,FLG_SUPERADA,FLG_PRESENTADA,FLG_RECONOCIDA,FLG_TRANSFERIDA,FLG_SUSPENDIDA,FECHA_CALIFICACION,ID_PROFESOR_NIP_NK,ID_DEDICACION_PROFESOR_NK,FLG_TUTOR,FLG_DIRECTOR,FECHA_REFERENCIA,ID_CURSO_INFORME,ID_CURSO_MATRICULA,ID_ALUMNO,SEXO_ALUMNO,ID_PAIS_NACIONALIDAD_ALUMNO,ID_DEDICACION_ALUMNO,ID_PROFESOR,SEXO_PROFESOR,ID_PAIS_NACIONALIDAD_PROF,ID_PLAN_ESTUDIO,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_ASIGNATURA,ID_TIPO_ASIGNATURA,ID_CALIFICACION,FLG_SEXENIO_VIVO,ID_DEDICACION_PROFESOR,ID_FECHA_CARGA,ID_CENTRO,SN_NUEVO_INGRESO,SN_EN_PROGRAMA_MOVILIDAD,SN_TUTOR,SN_DIRECTOR,NUM_SEXENIOS,FLG_TIEMPO_PARCIAL,ID_PAIS_NACIONALIDAD_ALUMNO_NK,FLG_EXTRANJERO,ID_FECHA_LECTURA_TESIS,ID_FECHA_MATRICULA,FLG_PROFESOR,FLG_TESIS_LEIDA,NUM_DIRECTORES_TESIS,ID_ESTUDIO_NK,ID_TIPO_BECA_NK,ID_TIPO_BECA,ID_TIPO_CONTRATO_NK,FLG_PROFESOR_UZ,FLG_PROFESOR_TIEMPO_COMPLETO,FLG_COTUTELA_TESIS,FLG_MENCION_INTERNAC_TESIS,FLG_BECADO,SN_TESIS_LEIDA,FLG_ABANDONO,SN_ABANDONO,FLG_ABANDONO_DENOMINADOR,DURACION_NETA_TESIS,FLG_TESIS_CUM_LAUDE,SN_PROFESOR_UZ,ID_SITUACION_ADVA,TOT_ARTICULOS_INDEX_UZ,NUMERO_ALU_ENCUESTA_GLOBAL_0,SN_MENCION_INDUSTRIAL,FLG_COMPENDIO_PUBLICACIONES,NUM_ART_IDX_ANO_SIG_UZ,TOT_ARTICULOS_NO_INDEX_PLAN,NUM_ART_NO_IDX_ANO_SIG_UZ,FECHA_RECON_SEXENIO_ESTATAL,ID_PROYECTO_INVESTIGACION,ID_UNIVERSIDAD_ORIGEN,FECHA_RECON_SEXENIO_AUTONOMICO,NUM_QUINQUENIOS,FLG_MENCION_INDUSTRIAL,ID_CATEGORIA_CUERPO_ESCALA,NUM_ART_NO_IDX_ANO_CURSO_RAMA,FECHA_CARGA,NUM_ART_IDX_ANO_SIG_RAMA,NUM_SEXENIO_ESTATAL,FLG_SEXENIO_VIVO_CNEAI,ID_UNIVERSIDAD_ORIGEN_NK,NUMERO_PROF_ENCUESTA_GLOBAL_2,NUM_SEXENIO_AUTONOMICO,FECHA_DEPOSITO_TESIS,TOT_ARTICULOS_NO_INDEX_UZ,NUMERO_ALU_ENCUESTA_GLOBAL_2,NUMERO_ALU_ENCUESTA_GLOBAL_5,NUMERO_PROF_ENCUESTA_GLOBAL_4,TOT_ARTICULOS_INDEX_PLAN,FLG_SEXENIO_VIVO_ESTATAL,SN_COMPENDIO_PUBLICACIONES,NUMERO_PROF_ENCUESTA_GLOBAL_3,NUM_ART_NO_IDX_ANO_SIG_PLAN,FLG_SEXENIO_VIVO_AUTONOMICO,NUM_ART_IDX_ANO_CURSO_PLAN,AMBITO_PROYECTO,ID_SEXO_PROFESOR,NUM_ART_NO_IDX_ANO_CURSO_PLAN,TOT_ARTICULOS_INDEX_RAMA,NUM_ART_IDX_ANO_CURSO_RAMA,SN_PRORROGA_1,ID_SEXO_ALUMNO,FLG_OTRA_UNIVERSIDAD_DENOM,AUT_AMPLIACION_TESIS,DIAS_BAJA,NUMERO_ALU_ENCUESTA_GLOBAL_4,ID_CATEGORIA_CUERPO_ESCALA_NK,NUM_REGS_TESIS,ID_PROYECTO_INVESTIGACION_NK,NUMERO_ALU_ENCUESTA_GLOBAL_3,NUM_ART_NO_IDX_ANO_CURSO_UZ,NUM_ART_NO_IDX_ANO_SIG_RAMA,FECHA_INSCRI_SOLICITUD_TESIS,FECHA_RECON_SEXENIO_CNEAI,DURACION_BRUTA_TESIS,NUMERO_PROF_ENCUESTA_GLOBAL_1,SN_PRORROGA_2,NUM_SEXENIOS_TRANSF,FLG_OTRA_UNIVERSIDAD,NUMERO_ALU_ENCUESTA_GLOBAL_1,TOT_ARTICULOS_NO_INDEX_RAMA,NUMERO_PROF_ENCUESTA_GLOBAL_0,NUMERO_PROF_ENCUESTA_GLOBAL_5,NUM_ART_IDX_ANO_SIG_PLAN,NUM_SEXENIO_CNEAI,NUM_ART_IDX_ANO_CURSO_UZ,ID_SITUACION_ADVA_NK
2010,2012,34152669,3800,10035,1000082,SD,0,1,2020-11-06,N,S,2020-05-12,88,AN,0,0,0,1,0,,404729,VI,0,0,2025-06-03,20100,20120,97,M,73,5,98,H,52,35,40,11,88,1,10,1,4,20250603,38,N,S,N,N,3,1,GHA,1,20201106,20200512,1,1,1,4000,IN,57,CTR066136,1,1,0,1,0,S,1,S,1,1208.0,1,S,5,635,269,N,1,327,490,365,2021-07-08,187,721,2021-12-14,440,0,912,820,2021-05-19,795,124,0,939,217,782,2022-12-21,922,568,686,850,494,1,S,148,12,1,119,Iste labore.,537,255,776,54,S,687,0,714,804,847,Et.,189,Quia modi omnis dolore.,405,818,924,2021-11-07,2020-12-24,603,152,N,991,0,144,948,654,277,698,665,625,EXCFC
2012,2014,10482769,4400,10100,1000083,PH,1,1,2021-05-03,S,N,2021-10-09,280,AN,0,0,0,1,0,2021-02-14,51482483,TC,0,1,2025-06-03,20120,20140,59,H,92,3,3,H,5,100,18,5,280,2,10,1,1,20250603,44,S,S,N,S,1,1,ERI,1,20210503,20211009,1,1,2,1800,FP,81,CTR009735,1,1,1,0,0,S,1,S,1,1066.0,0,S,4,14,608,S,0,536,921,620,2021-12-31,961,793,2022-06-18,807,0,64,683,2023-04-23,30,597,0,251,791,133,2023-07-31,382,993,196,76,821,0,S,877,603,0,710,Facere.,917,706,174,906,N,744,0,14,245,709,Quae.,76,Similique facilis suscipit reprehenderit dolores.,374,371,767,2022-05-04,2022-04-29,25,780,S,845,1,239,752,446,35,316,105,105,EXCS
2019,2022,7467311,2400,10055,1000084,TC,1,1,2020-01-14,N,N,2020-08-04,252,NP,0,0,0,0,0,2020-07-24,27568520,TC,0,1,2025-06-03,20190,20220,82,M,94,1,75,M,64,55,37,9,252,3,1,1,1,20250603,24,S,S,N,S,3,0,UGA,1,20200114,20200804,1,1,3,3700,AU,135,CTR022750,1,0,0,0,1,S,1,S,1,1317.0,0,S,9,841,35,S,1,844,686,259,2021-03-05,43,576,2020-08-11,439,0,820,786,2022-10-19,882,50,1,652,867,334,2021-01-14,127,142,967,397,929,1,N,610,492,1,312,Veritatis.,495,743,394,868,S,37,0,373,797,582,Hic.,382,Minus ipsam nesciunt odit.,214,306,804,2023-05-04,2023-09-01,963,982,S,383,1,744,608,104,628,893,144,605,JUB
2016,2016,48258264,5000,10068,1000085,SD,0,0,2023-04-02,S,N,2023-11-26,499,AD,0,0,1,0,0,2021-07-12,1534878,OT,1,0,2025-06-03,20160,20160,15,M,86,5,12,H,73,68,31,3,499,2,8,1,5,20250603,50,N,N,S,N,4,1,BHR,1,20230402,20231126,1,1,3,3100,FP,11,CTR053192,1,0,1,0,0,S,0,N,0,829.0,1,S,1,83,180,N,1,502,717,113,2022-11-05,397,647,2022-11-29,504,0,76,40,2023-03-24,42,463,1,79,916,590,2022-12-17,183,785,886,934,658,0,S,276,873,0,595,Rerum.,597,161,647,502,S,457,1,593,202,264,Esse.,905,Fuga dolore adipisci quas fuga corrupti impedit.,621,391,417,2022-12-10,2023-02-23,935,245,N,926,1,201,774,319,794,751,429,147,ACT
2022,2012,44039203,1900,10056,1000086,PH,1,1,,S,S,2023-12-11,448,AN,0,0,1,0,0,2021-11-01,61310453,OT,1,0,2025-06-03,20220,20120,70,H,35,3,87,H,5,56,4,6,448,6,10,1,5,20250603,19,S,S,S,N,2,1,IRQ,1,0,20231211,1,0,1,400,MC,14,CTR082307,1,0,1,1,1,N,0,N,0,0.0,1,S,8,240,189,S,1,542,970,803,2020-01-21,174,296,2022-11-20,943,0,598,452,2021-04-20,338,256,0,898,141,572,2023-04-09,802,841,970,286,34,0,N,147,807,0,373,Aliquam eos.,193,433,334,911,N,282,0,554,893,904,Eos.,947,Nam iure nobis. Ducimus consequatur nemo quaerat.,182,806,665,2021-04-17,2023-12-02,229,669,S,656,1,121,127,172,425,798,517,693,COM
2020,2019,97077009,4000,10058,1000087,TP,1,1,,S,N,2018-12-04,465,AP,1,1,1,1,0,,59302835,TC,0,0,2025-06-03,20200,20190,94,M,35,2,72,M,50,58,11,6,465,4,3,0,1,20250603,40,S,S,N,N,5,0,IRQ,1,0,20181204,1,0,2,1100,IN,57,CTR025494,1,0,1,0,1,N,0,N,0,0.0,1,S,8,219,247,S,1,821,717,289,2023-01-03,235,46,2023-07-14,89,1,75,827,2022-12-26,882,844,0,859,46,417,2022-03-19,330,66,760,715,482,1,N,857,854,0,630,Sequi optio.,891,923,87,911,N,291,0,460,233,25,Eos.,629,Voluptates tenetur illum odio aut.,527,364,564,2023-10-13,2022-04-05,629,939,S,37,0,432,464,575,17,982,839,451,COM
2014,2012,97077009,2800,10002,1000088,TP,0,1,2020-01-25,N,N,2021-03-27,490,AN,0,0,0,0,0,,10482769,AS,0,1,2025-06-03,20140,20120,94,M,4,2,59,H,91,2,27,2,490,3,10,1,3,20250603,28,N,S,N,S,3,0,CUB,1,20200125,20210327,1,1,1,2700,AU,25,CTR023411,1,1,0,0,1,S,0,N,0,738.0,1,S,5,210,623,N,1,649,775,150,2021-06-19,230,775,2021-04-21,863,0,799,171,2020-07-20,990,481,1,556,273,990,2022-11-18,809,52,115,986,408,1,S,703,800,1,318,Quidem.,390,83,226,398,N,165,1,181,576,453,Id.,478,Aut sapiente vel nihil. Pariatur aut sapiente.,566,297,17,2022-08-31,2020-07-19,359,600,S,262,1,910,29,608,965,784,153,761,EXCFC
2020,2022,72029307,3200,10006,1000089,TC,0,1,2022-08-11,S,N,2022-08-28,490,SB,1,1,1,0,0,,7467311,AS,0,0,2025-06-03,20200,20220,67,H,18,1,82,M,70,6,49,6,490,2,5,0,3,20250603,32,N,S,N,N,5,0,ZAF,1,20220811,20220828,1,1,3,4900,FI,122,CTR068689,1,1,1,0,0,S,0,N,0,836.0,0,S,8,407,953,N,0,387,284,789,2020-03-22,555,840,2021-06-01,915,0,957,205,2021-11-30,691,505,1,97,983,885,2020-02-02,708,227,382,504,530,0,N,756,976,0,710,Ratione.,165,592,294,84,S,94,1,542,433,393,Qui.,27,Ad aliquam provident cumque cum.,655,236,961,2020-02-17,2022-05-21,33,10,N,505,0,226,810,126,732,585,290,710,COM
2020,2018,91307681,3400,10074,1000090,TC,0,1,2020-09-04,S,S,2021-09-24,210,AP,1,1,1,0,0,,29410942,AS,1,1,2025-06-03,20200,20180,74,M,34,1,36,M,61,74,19,2,210,8,3,1,3,20250603,34,N,S,S,S,1,0,AUS,1,20200904,20210924,1,1,2,1900,FP,21,CTR002962,1,0,1,1,0,S,1,S,1,973.0,1,S,6,943,109,N,1,742,739,279,2022-06-21,267,974,2020-04-21,200,0,857,849,2023-12-21,335,563,1,191,309,442,2022-10-28,451,758,60,818,803,1,N,13,282,0,500,Eius.,71,674,130,336,N,878,0,101,12,725,Ex.,523,Error impedit praesentium iusto.,367,643,271,2023-11-17,2023-04-01,223,140,S,547,0,843,136,431,298,115,356,45,EXCHI
2018,2022,33214247,1300,10006,1000091,CR,0,1,2023-08-07,N,N,2020-09-27,284,SS,0,1,1,0,1,,51482483,TP,0,1,2025-06-03,20180,20220,50,M,31,4,3,H,27,6,22,8,284,1,2,0,2,20250603,13,N,S,N,S,4,1,MUS,1,20230807,20200927,1,1,2,2200,FP,91,CTR099954,1,1,0,0,0,S,1,S,1,824.0,1,S,7,917,467,N,1,502,880,783,2023-02-11,984,840,2020-07-24,966,1,650,651,2020-08-10,475,438,0,853,706,184,2023-06-03,48,108,231,892,338,0,N,165,147,0,941,Modi vero.,419,100,608,670,N,882,0,341,262,384,Qui.,144,Quia corrupti repellat dolores illum.,279,757,97,2023-03-12,2020-11-02,145,26,N,450,1,413,256,610,338,186,263,869,SUS
2022,2024,69839059,1000,10072,1000092,CR,1,1,2023-12-10,S,N,2023-05-02,65,AP,1,1,0,1,0,,69839059,TP,1,0,2025-06-03,20220,20240,71,H,65,4,71,H,18,72,10,14,65,2,3,1,2,20250603,10,S,S,S,N,0,0,KOR,1,20231210,20230502,1,1,1,1000,MC,24,CTR002205,1,1,1,0,0,S,1,S,1,1363.0,0,S,1,414,825,N,0,742,148,87,2020-05-14,785,977,2020-01-27,400,0,214,944,2023-02-16,515,4,0,457,223,821,2021-10-23,404,657,680,897,330,0,S,974,918,0,201,Dolore.,933,273,272,620,N,656,1,41,123,929,Qui.,996,Quibusdam modi possimus quos.,990,751,790,2023-10-14,2020-12-11,372,463,N,14,0,933,652,104,941,137,160,440,ACT
2010,2024,35105069,1100,10089,1000093,SD,0,1,2021-03-25,N,N,2018-11-24,260,AN,0,0,1,0,0,,29641883,VI,1,1,2025-06-03,20100,20240,13,M,71,5,35,H,70,89,48,7,260,5,10,1,4,20250603,11,N,S,S,S,3,0,LSO,1,20210325,20181124,1,1,2,4800,MC,94,CTR004196,1,1,0,0,1,S,0,N,0,1287.0,1,S,2,232,239,S,0,772,79,617,2021-04-14,793,951,2020-01-15,743,0,605,759,2022-05-07,925,734,0,639,880,147,2021-02-03,565,526,708,881,852,0,S,41,965,1,337,Alias.,362,990,405,629,S,513,1,837,720,694,Fuga.,191,Aspernatur debitis iusto quam a iste repellendus.,283,295,226,2021-08-02,2021-02-06,444,443,N,872,0,767,59,261,109,6,770,181,EXC
2022,2021,55757342,3300,10072,1000094,SD,0,1,2020-01-24,S,N,2018-09-27,249,CO,0,0,1,1,0,2021-06-27,27568520,VI,1,1,2025-06-03,20220,20210,86,H,38,5,75,M,25,72,19,13,249,8,7,0,4,20250603,33,N,S,S,S,0,0,PAK,1,20200124,20180927,1,1,3,1900,PD,23,CTR002925,1,1,1,0,1,S,0,N,0,1156.0,1,S,8,411,902,S,0,254,847,34,2023-04-04,651,918,2021-05-20,467,1,737,626,2020-07-04,363,46,0,901,574,477,2022-05-13,176,734,246,211,935,1,S,487,549,0,754,At facilis.,79,179,809,705,S,140,0,617,568,133,Nam.,724,Expedita corrupti corrupti eius.,338,127,64,2022-05-18,2021-12-05,781,857,S,901,0,536,4,787,745,952,238,321,COM
2020,2011,59961498,3200,10065,1000095,TC,0,1,,N,S,2020-10-12,476,NT,1,1,1,0,0,,35002007,TP,0,0,2025-06-03,20200,20110,55,M,84,1,2,H,73,65,43,12,476,6,4,0,2,20250603,32,N,S,N,N,0,0,BWA,1,0,20201012,1,0,1,4300,MC,44,CTR061021,1,0,0,1,1,N,0,N,0,0.0,0,S,3,440,482,S,0,340,188,286,2020-12-06,24,590,2022-08-19,916,0,724,548,2022-12-24,241,869,1,137,510,878,2021-05-05,325,415,84,462,84,0,N,933,897,1,501,Delectus.,457,15,959,275,S,919,0,898,330,993,Fuga.,786,Quos architecto nisi sit dicta quod suscipit.,163,200,545,2023-12-23,2021-12-08,814,65,N,192,1,745,208,670,233,438,360,799,EXCF
2010,2011,8289024,3700,10066,1000096,TC,1,0,,S,N,2022-12-05,400,RE,0,0,0,0,0,2023-09-26,35002007,TC,0,1,2025-06-03,20100,20110,62,M,76,1,2,H,25,66,20,15,400,6,9,1,1,20250603,37,S,N,N,S,5,0,COM,1,0,20221205,1,0,3,2000,MC,104,CTR013167,1,0,1,0,1,N,1,S,1,0.0,1,S,4,738,792,S,1,497,473,457,2023-08-28,241,248,2023-06-20,671,1,166,213,2021-08-10,291,183,1,900,673,790,2022-08-07,154,551,612,439,435,0,N,265,461,1,949,Esse dolor.,698,365,858,792,N,210,0,295,21,842,Odio.,977,Reiciendis ex quisquam reiciendis sapiente.,42,898,369,2022-12-05,2021-08-07,783,598,S,697,0,406,736,944,209,253,499,62,EXCS
2024,2023,31715995,3000,10082,1000097,SD,1,1,2023-09-18,N,S,2022-02-15,455,AD,0,0,1,1,0,,81300905,OT,0,1,2025-06-03,20240,20230,17,H,91,5,41,H,48,82,18,3,455,10,8,0,5,20250603,30,S,S,N,S,5,0,QAT,1,20230918,20220215,1,1,3,1800,PD,133,CTR028553,1,1,0,1,0,S,1,S,1,1474.0,0,S,7,397,664,N,0,30,282,139,2021-01-01,574,809,2023-11-18,334,1,829,498,2023-01-29,632,569,1,206,736,917,2021-02-25,154,810,123,731,865,1,S,784,576,0,218,Aliquam.,546,683,35,922,S,376,1,632,568,572,Fuga.,127,Mollitia dolorum dolorum corrupti eaque suscipit.,269,466,791,2023-04-27,2020-05-21,764,116,N,709,1,115,369,623,509,2,665,362,SUS
2013,2024,50147077,4600,10032,1000098,PH,0,0,2022-03-20,N,S,2019-04-19,412,AN,0,0,0,0,0,2021-04-23,35002007,AS,1,0,2025-06-03,20130,20240,42,H,11,3,2,H,68,32,2,5,412,5,10,0,3,20250603,46,N,N,S,N,1,0,GIN,1,20220320,20190419,1,1,1,200,FI,52,CTR038415,1,1,0,1,0,S,0,N,0,1380.0,0,S,7,885,884,N,0,883,226,313,2020-05-13,360,234,2022-03-06,40,1,737,366,2022-09-21,663,234,0,889,879,714,2021-06-05,980,871,323,923,447,1,N,836,468,0,437,Vero ea.,781,423,175,407,N,551,1,586,872,398,Ut.,403,Magni a eum.,83,613,613,2023-09-04,2021-12-10,405,863,S,458,1,296,944,274,243,133,621,6,SUS
2016,2010,15060409,3300,10009,1000099,PH,0,1,2020-09-08,S,N,2019-04-09,31,AP,1,1,1,0,0,2023-01-27,31715995,OT,1,0,2025-06-03,20160,20100,61,H,88,3,17,H,74,9,7,13,31,3,3,0,5,20250603,33,N,S,S,N,2,1,ESP,1,20200908,20190409,1,1,3,700,MC,54,CTR023709,1,0,1,0,0,S,1,S,1,834.0,1,S,6,482,418,N,0,257,900,728,2023-03-10,294,754,2022-10-21,545,1,924,480,2023-12-28,808,752,1,582,923,576,2020-01-13,801,350,263,767,551,1,S,409,991,1,686,Quam atque.,301,987,446,857,N,859,1,659,361,822,Fuga.,664,Nisi veritatis unde rerum commodi aliquam.,981,414,396,2022-05-05,2020-12-14,487,870,S,687,0,565,751,745,543,825,888,81,EXCHI
2016,2017,59959826,2300,10003,1000100,CR,0,1,2021-11-02,N,S,2022-11-17,217,RE,0,0,1,1,0,2023-02-15,68501420,OT,1,0,2025-06-03,20160,20170,5,M,31,4,80,H,44,3,49,3,217,9,9,0,5,20250603,23,N,S,S,N,1,0,MUS,1,20211102,20221117,1,1,1,4900,IN,57,CTR004830,1,0,0,1,1,S,1,S,1,958.0,1,S,8,993,960,S,1,880,587,75,2021-08-09,20,819,2020-04-10,814,1,842,524,2023-05-31,898,139,1,111,509,580,2021-08-14,289,385,699,769,383,0,S,360,393,1,170,Similique.,177,972,693,213,S,708,1,926,226,926,Ab.,88,Debitis ab laudantium delectus perspiciatis.,803,119,961,2020-06-03,2021-08-16,343,531,S,340,0,488,94,194,193,206,609,770,COM
2019,2013,69839059,3700,10064,1000101,CR,1,0,,S,N,2021-05-02,29,MH,0,0,1,0,0,,35002007,TP,1,0,2025-06-03,20190,20130,71,H,9,4,2,H,65,64,14,2,29,5,6,0,2,20250603,37,S,N,S,N,6,0,ARG,1,0,20210502,1,0,2,1400,FP,91,CTR099925,1,1,1,0,0,N,0,N,0,0.0,1,S,2,834,348,N,1,132,892,222,2023-07-27,866,988,2023-06-07,370,1,594,394,2020-06-30,377,596,0,84,314,617,2023-04-29,89,766,999,472,55,1,N,367,664,1,746,Hic amet sit.,398,902,979,728,S,186,1,145,34,77,Esse.,314,Illum reprehenderit maiores.,834,451,424,2023-10-19,2020-05-02,990,485,S,254,0,41,45,720,337,123,116,86,EXC
2021,2016,27568520,300,10038,1000102,CR,1,0,2022-04-16,S,S,2018-06-06,310,RE,0,0,1,0,0,,31715995,OT,1,0,2025-06-03,20210,20160,75,M,67,4,17,H,81,38,35,13,310,1,9,1,5,20250603,3,S,N,S,N,1,0,SVN,1,20220416,20180606,1,1,3,3500,IN,77,CTR039273,1,0,1,1,1,S,0,N,0,1392.0,0,S,9,903,683,S,1,737,468,446,2022-08-02,785,110,2020-01-12,208,1,794,466,2021-06-20,147,597,0,652,572,670,2023-05-30,759,998,832,883,206,1,N,351,370,0,809,Delectus.,273,549,940,688,N,734,1,34,915,334,Non.,382,Repellendus porro ipsam ipsam natus.,151,608,281,2021-08-25,2020-04-26,801,991,N,786,1,770,80,757,96,835,501,840,JUB
2013,2015,94429826,1300,10005,1000103,PH,1,1,2022-06-27,S,S,2021-10-09,328,NT,1,1,0,0,0,2023-04-26,27133023,VI,1,1,2025-06-03,20130,20150,27,M,86,3,65,M,67,5,36,12,328,3,4,0,4,20250603,13,S,S,S,S,3,0,BHR,1,20220627,20211009,1,1,1,3600,IN,107,CTR023327,1,0,1,1,1,S,0,N,0,803.0,0,S,9,907,117,S,0,558,401,221,2023-04-04,905,58,2022-02-16,942,1,516,140,2021-01-06,766,818,1,592,148,636,2021-11-22,535,146,810,535,121,0,S,534,67,1,754,Cum.,545,169,931,679,S,211,0,582,264,673,Cum.,927,Voluptate saepe praesentium sapiente mollitia.,36,968,278,2020-09-22,2022-10-28,89,112,S,335,0,510,533,224,120,176,405,617,JUB
2020,2015,44039203,1800,10014,1000104,TP,1,0,,N,S,2018-01-13,11,AD,0,0,1,1,0,2022-11-10,12205980,VI,0,1,2025-06-03,20200,20150,70,H,77,2,79,H,36,14,14,13,11,8,8,0,4,20250603,18,S,N,N,S,6,1,NGA,1,0,20180113,1,0,3,1400,AU,15,CTR086965,1,1,0,1,0,N,1,S,1,0.0,0,S,10,173,141,S,1,420,560,965,2022-06-19,494,687,2021-07-07,134,0,420,254,2020-03-28,772,128,1,526,448,966,2023-04-21,560,59,563,673,520,0,S,860,628,0,743,Architecto.,150,161,241,525,S,923,1,75,923,760,Non.,69,Itaque atque asperiores ducimus doloribus.,488,521,9,2021-11-05,2022-09-17,878,908,S,188,1,8,699,962,795,873,596,496,BAJ
2016,2014,20560218,3200,10038,1000105,TC,1,0,2022-01-07,S,N,2018-04-06,321,NP,0,0,1,0,0,2021-03-06,39599276,TP,1,0,2025-06-03,20160,20140,39,H,53,1,32,M,5,38,12,6,321,9,1,0,2,20250603,32,S,N,S,N,6,0,KGZ,1,20220107,20180406,1,1,2,1200,PR,96,CTR048830,1,1,1,0,0,S,1,S,1,825.0,1,S,8,928,816,S,1,191,543,246,2022-01-01,281,976,2020-09-10,980,1,347,319,2021-09-12,547,21,0,871,930,908,2023-09-05,152,625,95,277,830,1,N,169,418,0,553,Quos nihil.,80,856,400,26,N,962,0,185,214,526,Amet.,964,Temporibus quod nulla amet.,563,460,794,2022-05-01,2022-10-26,91,62,S,187,1,749,666,450,408,75,906,911,COM
2010,2010,97077009,1400,10092,1000106,TP,1,1,,S,N,2019-02-09,14,NT,1,1,1,0,0,2020-04-12,39599276,AS,1,1,2025-06-03,20100,20100,94,M,71,2,32,M,95,92,37,9,14,3,4,1,3,20250603,14,S,S,S,S,1,0,LSO,1,0,20190209,1,0,2,3700,FI,132,CTR033246,1,0,1,0,0,N,1,S,1,0.0,1,S,5,558,120,S,0,681,89,16,2023-12-14,712,211,2021-11-28,101,0,612,757,2023-04-28,572,641,0,15,880,701,2021-05-08,985,248,329,494,320,0,S,220,65,1,938,Unde.,458,1,499,232,S,953,0,77,902,649,Sit.,565,Tempore odio molestiae qui magnam.,289,681,323,2020-11-18,2023-03-13,576,824,N,439,0,282,268,839,39,450,516,552,EXCFC
2024,2018,61066203,2200,10026,1000107,CR,0,1,2022-10-20,S,N,2021-09-23,259,MH,0,0,0,1,0,2020-03-20,15759274,TP,1,0,2025-06-03,20240,20180,40,M,33,4,30,M,92,26,33,1,259,3,6,1,2,20250603,22,N,S,S,N,0,1,LBR,1,20221020,20210923,1,1,1,3300,IN,17,CTR012267,1,1,1,0,1,S,0,N,0,1468.0,1,S,4,334,549,N,0,713,727,547,2021-10-05,615,256,2021-02-11,814,0,972,579,2023-04-10,160,600,0,81,594,876,2022-12-23,712,522,136,438,667,0,S,194,348,1,700,Ab vitae.,159,234,445,100,N,404,0,210,226,256,Odio.,593,Quisquam voluptate perferendis.,141,210,303,2022-09-01,2023-04-15,79,339,N,489,1,869,762,889,7,840,115,263,EXCS
2017,2014,69839059,4500,10030,1000108,CR,1,1,2022-06-22,N,N,2019-02-13,447,AN,0,0,0,0,0,2023-04-28,75721444,TP,1,1,2025-06-03,20170,20140,71,H,83,4,60,M,87,30,22,8,447,6,10,0,2,20250603,45,S,S,S,S,0,1,BEL,1,20220622,20190213,1,1,3,2200,AU,95,CTR025598,1,0,0,0,0,S,1,S,1,1466.0,1,S,3,696,872,N,0,861,422,578,2022-03-25,865,710,2020-08-06,584,0,40,855,2021-12-10,877,923,1,781,506,715,2020-05-03,81,169,204,178,121,0,N,370,646,0,884,Rem.,811,836,143,911,N,864,1,518,512,657,Vero.,210,Sequi ipsa pariatur reiciendis.,636,398,277,2021-03-27,2020-03-20,592,168,N,924,0,390,476,158,721,621,429,589,EXCF
2016,2010,96223100,3000,10058,1000109,TP,0,0,2020-06-18,S,N,2023-01-12,81,SB,1,1,1,0,0,2021-05-27,12205980,AS,0,1,2025-06-03,20160,20100,76,H,81,2,79,H,37,58,11,4,81,1,5,1,3,20250603,30,N,N,N,S,5,0,EGY,1,20200618,20230112,1,1,2,1100,FP,11,CTR051244,1,0,1,0,0,S,0,N,0,1394.0,1,S,6,123,229,N,0,578,328,648,2020-10-07,215,627,2022-11-08,215,1,619,189,2021-12-22,219,6,1,484,615,297,2020-01-08,427,989,464,219,205,0,N,494,886,0,654,Repellat.,779,944,560,925,N,404,1,118,837,921,Quas.,752,Pariatur fuga debitis explicabo ducimus fugit.,368,808,88,2021-07-13,2023-07-03,496,706,N,327,0,809,545,273,542,897,80,241,EXCHI
2010,2022,94457890,2500,10088,1000110,CR,0,1,2020-03-27,S,S,2023-08-23,350,NT,1,1,1,1,0,,8289024,VI,1,1,2025-06-03,20100,20220,57,H,49,4,62,M,27,88,24,14,350,1,4,1,4,20250603,25,N,S,S,S,1,1,BIH,1,20200327,20230823,1,1,3,2400,FI,132,CTR012690,1,0,1,1,0,S,0,N,0,1420.0,1,S,2,151,763,N,1,663,925,208,2021-10-13,215,257,2022-12-15,294,0,431,555,2021-12-18,213,455,0,405,370,295,2022-12-20,899,617,373,913,163,1,N,116,700,0,178,Aliquam.,208,70,230,929,S,115,0,252,216,464,Esse.,698,Blanditiis unde voluptas blanditiis laboriosam.,104,78,565,2021-08-03,2023-12-19,800,681,N,158,1,820,500,990,400,689,241,514,EXC
