ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_ALUMNO,ID_EXPEDIENTE_ACADEMICO,ID_PLAN_ESTUDIO,ID_CENTRO,ID_PAIS_NACIONALIDAD,ID_ASIGNATURA,ID_CLASE_ASIGNATURA,ID_TIPO_ACCESO,ID_CURSO_ACADEMICO_COHORTE,ID_POBLACION_FAMILIAR,ID_FECHA_MATRICULA,SEXO,ID_SEXO,EDAD,CREDITOS,CURSO_ORDEN,CURSO_MAS_ALTO_MATRICULADO,NUMERO_MATRICULAS,ID_MODALIDAD_PLAN_NK,ID_GRUPO,FLG_CAMBIO_CICLO_GRADO,FLG_TRASLADO_MISMO_ESTUDIO,ID_TIPO_ESTUDIO_NK,ID_PROGRAMA_MOVILIDAD_NK,SN_COORDINADOR,ID_UNIVERSIDAD_ORIGEN,SN_PROGRAMA_INTERNACIONAL,ID_PAIS_BACH_PROCEDENCIA_NK,ID_TIPO_ESTUDIO,NUM_REGS_GRANO,ID_PAIS_BACH_PROCEDENCIA,FECHA_CARGA,ID_ESTUDIO_PREVIO,ID_TIPO_CENTRO,SN_NUEVO_INGRESO,ID_POBLACION_CENTRO,ID_UNIVERSIDAD_ORIGEN_NK,ID_DETALLE_CUPO_GENERAL_NK,ID_ASIGNATURA_NK,SN_DOCTORADO_VIGENTE,ID_DEDICACION,SN_MULTIPLE_TITULACION,ID_TITULO_PREVIO_MASTER_NK,ID_PLAN_GRUPO_MATRICULA_NK,ID_CENTRO_NK,ID_DEDICACION_NK,ID_PLAN_ESTUDIO_ANO_DATOS,FLG_MOVILIDAD_IN,FLG_ESTUDIANTE_INTERNACIONAL,SN_ESTUDIANTE_INTERNACIONAL,ID_RANGO_NOTA_CRUE,FLG_COORDINADOR,ID_PLAN_GRUPO_MATRICULA,FLG_EQUIVALENTE_TC_SIIU_MOV,SN_PROG_MOVILIDAD,COD_POSTAL_CURSO,FLG_NUEVO_ACCESO_SUE,SN_CAMBIO_CICLO_GRADO_NUEVO,ANYO_ACCESO_SUE,ID_CENTRO_IMPARTICION_NK,FLG_EQUIVALENTE_TC_SIIU,ID_EDAD_EST,ID_PAIS_FAMILIAR,SN_MASTER_HABILITANTE,SN_DISCAPACIDAD,ID_RAMA_CONOCIMIENTO,SN_TRASLADO_MISMO_ESTUDIO,ORDEN_BOE_PLAN,ID_ESTUDIO_NK,COD_POSTAL_FAMILIAR,SN_MOVILIDAD_IN,FLG_INTERUNIVERSITARIO,ID_FECHA_CARGA,ID_DETALLE_CUPO_GENERAL,ID_CAMPUS_CENTRO,ID_ESTUDIO,FLG_NUEVO_INGRESO,SN_NUEVO_ACCESO_SUE,ID_TIPO_ACCESO_NK,ID_PAIS_UNIVERSIDAD_ORIGEN,FLG_DISCAPACIDAD,ID_TIPO_ASIGNATURA,ID_PAIS_FAMILIAR_NK,FLG_MULTIPLE_TITULACION,ID_TITULO_PREVIO_MASTER,ID_PLAN_ESTUDIO_NK,CURSO_IMPARTICION_ASIG,ID_PERSONA_NIP_NK,NUM_REGS_GRANO_MOV,SUPER_EXPEDIENTE,ID_PAIS_UNIVERSIDAD_ORIGEN_NK,SN_CAMBIO_CICLO_GRADO,FLG_EN_PROGRAMA_MOVILIDAD,ID_MODALIDAD_PLAN,SN_INTERUNIVERSITARIO,RANGO_NUM_MATRICULAS
2022,145,20220,34,145,69,17,100,207,4,4,20130,167,20230728,M,2,42,4.3,2,1,3,VIR,2,1,0,5,10.0,S,63.0,S,VUT,5,1,100,2023-10-04,2,3,N,177,630.0,DC06,207,S,2,N,T84386,51,17,2,32,1,1,S,1,1,69,0.78,S,06177,1,S,2013,17,0.0,9,100,S,S,4,N,BOE-2023-121,29,37497,S,0,20231004,6,5,29,0,S,PAU,23.0,1,3,VUT,0,10.0,69,2,82493631,1,209619,GTM,S,1,3,N,3
2020,146,20200,8,146,66,19,85,205,2,10,20140,425,20200329,M,2,18,10.1,1,3,2,VIR,19,0,0,8,,S,,,NER,8,1,85,2022-05-26,7,7,S,188,,DC10,205,N,1,N,,74,19,1,18,1,1,S,3,1,3,0.5,N,06828,1,N,2020,19,1.0,2,85,N,S,6,N,BOE-2015-231,47,26304,S,1,20220526,10,2,47,1,N,PAU,,1,6,NER,0,,66,1,40526484,1,719639,,N,0,3,S,2
2012,147,20120,94,147,85,6,20,158,1,4,20210,293,20120322,M,2,27,6.7,4,2,1,DIS,19,1,1,7,90.0,N,86.0,S,TGO,7,1,20,2023-05-17,4,7,N,146,860.0,DC08,158,N,4,N,,26,6,4,8,0,0,N,2,0,81,0.0,S,44394,1,S,2012,6,1.0,2,20,N,N,9,S,BOE-2022-196,16,32052,N,1,20230517,8,5,16,0,N,PAU,82.0,0,10,TGO,0,,85,4,97077009,0,760566,PAN,S,1,4,S,1
2023,148,20230,4,148,100,23,63,414,4,5,20160,145,20240809,H,1,34,4.3,4,4,2,HYB,12,1,1,8,10.0,N,20.0,S,UZB,8,1,63,2022-07-06,1,8,S,13,200.0,DC05,414,N,1,S,T83851,90,23,1,43,1,0,N,4,0,32,0.98,S,06637,1,S,2023,23,1.0,5,63,N,N,12,S,BOE-2010-302,37,33183,S,1,20220706,5,6,37,1,S,PAU,17.0,0,5,UZB,1,93.0,100,4,31611127,1,308855,URY,S,1,5,S,2
2021,149,20210,48,149,76,30,93,5,2,6,20140,180,20220228,H,1,42,6.8,2,1,2,PRE,8,1,1,3,80.0,N,77.0,S,CHL,3,1,93,2023-09-08,10,3,S,173,770.0,DC04,5,S,4,S,,32,30,4,31,1,0,N,5,0,76,0.76,S,30616,0,S,2014,30,0.0,7,93,N,N,7,S,BOE-2017-146,8,44612,S,1,20230908,4,10,8,1,N,PAU,37.0,0,9,CHL,1,,76,2,89133246,1,706411,SLB,S,1,1,S,2
2020,150,20200,69,150,83,50,67,299,3,2,20140,128,20211007,H,1,54,4.0,4,1,2,VIR,2,1,0,2,20.0,S,45.0,S,SVN,2,1,67,2023-12-24,10,8,S,177,450.0,DC08,299,S,2,N,T66678,19,50,2,1,1,0,N,2,1,73,0.76,S,07146,0,S,2016,50,1.0,1,61,N,S,1,N,BOE-2022-059,11,08812,S,0,20231224,8,1,11,1,S,PAU,37.0,1,1,CHN,0,64.0,83,4,22083803,1,242984,SLB,S,1,3,N,2
2014,151,20140,91,151,47,36,39,97,3,12,20100,168,20140912,M,2,7,6.3,2,3,1,SEM,18,0,0,7,70.0,S,56.0,S,HUN,7,1,39,2021-02-03,9,2,N,139,560.0,DC01,97,S,1,S,T66084,91,36,1,31,0,0,N,1,1,5,0.0,S,01443,1,N,2013,36,1.0,7,39,S,S,4,N,BOE-2022-299,26,15805,N,1,20210203,1,6,26,0,N,PAU,84.0,1,4,HUN,1,81.0,47,2,62059365,0,499957,BWA,N,1,2,S,1
2023,152,20230,41,152,8,10,30,275,3,1,20130,84,20230520,H,1,28,7.0,3,2,1,SEM,15,0,0,9,,S,,,HND,9,1,30,2020-02-03,5,5,N,87,,DC06,275,S,4,N,T87577,94,10,4,10,0,0,N,4,1,60,0.0,N,19644,0,N,2010,10,0.0,4,30,N,S,7,N,BOE-2017-187,11,03848,N,0,20200203,6,2,11,0,S,PAU,,1,10,HND,0,82.0,8,3,81300905,0,921363,,N,0,2,N,1
2024,153,20240,23,153,30,48,75,285,3,14,20240,250,20251108,M,2,32,3.4,3,4,1,VIR,4,1,0,4,,S,,,PRY,4,1,75,2020-09-28,9,4,N,203,,DC09,285,S,3,S,,83,48,3,18,0,0,N,4,1,94,0.0,N,12436,1,S,2023,48,0.0,8,75,N,N,12,N,BOE-2014-212,11,04491,N,0,20200928,9,8,11,0,N,PAU,,0,1,PRY,1,,30,3,21436829,0,964907,,S,0,3,N,1
2023,154,20230,9,154,24,10,41,307,1,13,20180,490,20230413,H,1,32,11.2,2,2,2,VIR,3,1,0,6,,S,,,MOZ,6,1,41,2020-09-23,10,7,N,183,,DC02,307,S,5,S,,7,10,5,35,0,0,N,1,1,86,0.0,N,33206,1,S,2021,10,0.0,10,41,N,S,5,N,BOE-2010-323,38,15337,N,1,20200923,2,8,38,0,N,PAU,,1,7,MOZ,1,,24,2,78176558,0,827277,,S,0,3,S,2
2024,155,20240,64,155,50,48,33,128,2,9,20230,233,20251209,H,1,40,6.4,4,3,3,VIR,6,0,0,3,80.0,N,46.0,S,LBR,3,1,33,2023-01-10,5,6,S,37,460.0,DC03,128,N,3,S,T83315,48,48,3,35,0,0,N,4,0,3,0.0,S,29623,1,N,2019,48,0.0,7,84,N,N,3,N,BOE-2018-351,12,05328,N,0,20230110,3,1,12,1,S,PAU,98.0,0,1,BWA,1,2.0,50,4,67845324,0,903162,COL,N,1,3,N,3
2013,156,20130,35,156,24,29,64,243,3,13,20130,88,20140830,H,1,54,6.1,1,2,3,PRE,15,1,0,6,,N,,,FSM,6,1,64,2021-08-08,4,3,N,21,,DC10,243,S,1,S,,83,29,1,22,0,0,N,4,0,32,0.0,N,33643,1,S,2012,29,0.0,4,64,S,N,7,N,BOE-2019-152,11,21375,N,1,20210808,10,3,11,0,N,PAU,,0,10,FSM,1,,24,1,29641883,0,966824,,S,0,1,S,3
2014,157,20140,74,157,69,15,91,439,2,2,20110,420,20150216,M,2,49,6.3,3,1,3,DIS,5,1,1,2,,S,,,QAT,2,1,91,2021-09-02,7,3,S,45,,DC09,439,N,1,S,,6,15,1,26,1,1,S,3,1,40,0.66,N,21928,1,S,2012,15,1.0,3,96,S,N,14,S,BOE-2018-255,42,30819,S,1,20210902,9,1,42,1,S,PAU,,0,3,SVK,1,,69,3,91307681,1,697706,,S,0,4,S,3
2014,158,20140,85,158,24,8,79,73,4,13,20170,75,20140403,H,1,46,3.4,2,3,3,DIS,7,1,1,2,,N,,,NAM,2,1,79,2022-08-22,3,3,N,177,,DC01,73,N,1,N,,95,8,1,13,0,0,N,5,0,90,0.0,N,50601,1,S,2014,8,0.0,7,79,N,N,5,S,BOE-2013-222,12,18151,N,1,20220822,1,2,12,0,S,PAU,,0,4,NAM,0,,24,2,68886959,0,159782,,S,0,4,S,3
2010,159,20100,42,159,81,3,42,415,2,5,20240,126,20110323,H,1,24,11.3,2,1,1,VIR,8,1,0,4,90.0,S,84.0,S,SWE,4,1,42,2021-05-14,7,1,S,177,840.0,DC04,415,S,3,N,,71,3,3,36,1,0,N,4,1,14,0.86,S,07913,1,S,2010,3,1.0,1,42,S,N,9,N,BOE-2011-098,34,32046,S,1,20210514,4,7,34,1,S,PAU,21.0,0,9,SWE,0,,81,2,50147077,1,100860,VNM,S,1,3,S,1
2022,160,20220,95,160,90,2,52,488,4,8,20150,198,20230417,M,2,55,7.7,3,2,1,PRE,13,1,1,1,100.0,S,92.0,S,EST,1,1,52,2022-10-27,7,6,N,2,920.0,DC04,488,S,5,N,,50,2,5,19,0,0,N,4,1,48,0.0,S,42066,0,S,2021,2,1.0,7,52,S,N,3,S,BOE-2023-049,7,41196,N,0,20221027,4,9,7,0,S,PAU,21.0,0,7,EST,0,,90,3,2921981,0,702665,VNM,S,1,1,N,1
2019,161,20190,78,161,3,29,35,322,4,3,20230,392,20200726,M,2,32,8.6,4,1,3,SEM,11,1,1,7,100.0,S,48.0,S,IRQ,7,1,35,2021-12-21,8,5,N,113,480.0,DC08,322,S,1,S,,52,29,1,37,1,1,S,5,1,81,0.8,S,05348,0,S,2017,29,0.0,1,35,N,S,13,S,BOE-2014-300,40,33897,S,0,20211221,8,4,40,0,N,PAU,97.0,1,7,IRQ,1,,3,4,65609379,1,499319,GAB,S,1,2,N,3
2010,162,20100,51,162,52,19,71,309,1,1,20100,431,20100419,H,1,39,3.0,2,1,2,VIR,20,0,1,3,70.0,S,59.0,S,LSO,3,1,71,2023-02-07,2,5,S,27,590.0,DC03,309,S,3,N,T79437,83,19,3,37,1,0,N,5,1,100,0.72,S,18825,1,N,2010,19,0.0,1,1,N,N,9,S,BOE-2016-150,35,42866,S,1,20230207,3,6,35,1,N,PAU,57.0,0,5,ESP,0,84.0,52,2,91313946,1,474799,MLI,N,1,3,S,2
2024,163,20240,83,163,5,2,15,324,2,7,20120,191,20250308,M,2,47,11.5,3,2,3,VIR,6,1,1,2,30.0,S,37.0,N,CAN,2,1,15,2023-02-18,3,4,N,76,370.0,DC09,324,N,3,N,T81056,24,2,3,33,1,0,N,3,1,55,0.74,S,35633,1,S,2019,2,0.0,6,15,N,N,15,S,BOE-2013-111,45,01377,S,1,20230218,9,3,45,0,N,PAU,32.0,0,1,CAN,0,27.0,5,3,60858653,1,447902,THA,S,1,3,S,3
2023,164,20230,30,164,69,15,41,4,4,14,20170,42,20241017,M,2,42,3.5,2,4,1,HYB,11,0,1,5,,N,,,MOZ,5,1,41,2020-10-20,10,6,N,43,,DC06,4,N,2,S,,71,15,2,12,0,0,N,3,0,72,0.0,N,02177,1,N,2022,15,0.0,6,47,N,N,2,S,BOE-2019-343,9,05074,N,1,20201020,6,6,9,0,S,PAU,,0,6,PRT,1,,69,2,15759274,0,289734,,N,0,5,S,1
2010,165,20100,44,165,7,34,82,25,3,5,20190,307,20100502,M,2,38,9.9,2,3,1,VIR,17,1,0,5,80.0,N,66.0,S,PAN,5,1,82,2021-12-30,4,8,S,121,660.0,DC09,25,S,3,S,T20567,54,34,3,6,1,0,N,2,0,16,0.77,S,02852,1,S,2010,34,0.0,6,82,S,N,5,N,BOE-2013-123,6,50261,S,0,20211230,9,4,6,1,S,PAU,99.0,0,8,PAN,1,60.0,7,2,94212889,1,821819,KWT,S,1,3,N,1
2016,166,20160,24,166,41,44,9,161,2,2,20160,228,20161026,H,1,36,7.3,1,1,3,SEM,19,1,1,5,10.0,N,3.0,S,ARG,5,1,9,2021-07-25,3,6,N,84,30.0,DC03,161,S,2,N,,49,44,2,19,0,0,N,5,0,78,0.0,S,02006,0,S,2011,44,0.0,6,95,N,S,15,S,BOE-2010-313,45,06913,N,0,20210725,3,5,45,0,N,PAU,19.0,1,7,NLD,0,,41,1,54414096,0,458041,CMR,S,1,2,N,3
2019,167,20190,53,167,85,34,38,464,3,3,20180,334,20200614,M,2,26,9.5,3,4,1,PRE,11,1,1,7,100.0,N,72.0,S,PAK,7,1,38,2020-08-15,2,5,S,287,720.0,DC07,464,N,5,S,,68,34,5,45,0,1,S,4,0,2,0.0,S,15920,0,S,2014,34,1.0,3,38,N,S,13,S,BOE-2022-051,19,16649,N,0,20200815,7,10,19,1,N,PAU,72.0,1,5,PAK,1,,85,3,10988446,0,444699,GNB,S,1,1,N,1
2016,168,20160,69,168,15,50,11,296,2,10,20190,252,20170727,H,1,50,9.6,2,1,2,HYB,11,1,1,2,,S,,,GIN,2,1,11,2022-05-20,8,6,S,459,,DC07,296,S,5,N,,17,50,5,39,0,0,N,1,1,99,0.0,N,04865,1,S,2010,50,1.0,3,11,N,N,1,S,BOE-2021-063,35,46039,N,0,20220520,7,4,35,1,S,PAU,,0,5,GIN,0,,15,2,22083803,0,882372,,S,0,5,N,2
2016,169,20160,6,169,74,4,89,272,3,14,20220,274,20170215,H,1,53,5.7,4,2,2,DIS,10,1,0,9,100.0,N,27.0,S,KEN,9,1,89,2020-10-13,7,1,N,16,270.0,DC08,272,N,3,N,,86,4,3,8,1,0,N,1,0,47,0.68,S,42824,1,S,2010,4,0.0,5,89,N,S,6,N,BOE-2015-198,7,12043,S,0,20201013,8,8,7,0,N,PAU,99.0,1,2,KEN,0,,74,4,35835371,1,782268,KWT,S,1,4,N,2
2017,170,20170,24,170,59,2,21,279,5,7,20170,393,20170418,H,1,37,4.6,1,4,2,HYB,2,1,0,7,,S,,,VNM,7,1,21,2023-06-30,1,1,S,64,,DC06,279,S,3,N,,86,2,3,14,0,0,N,3,1,16,0.0,N,48280,1,S,2014,2,0.0,4,21,S,S,15,N,BOE-2017-110,42,08696,N,1,20230630,6,4,42,1,N,PAU,,1,7,VNM,0,,59,1,54414096,0,241944,,S,0,5,S,2
2015,171,20150,28,171,3,37,53,295,1,7,20160,254,20160704,M,2,14,7.8,3,4,2,VIR,19,0,0,5,40.0,N,49.0,S,KGZ,5,1,53,2022-07-18,4,1,S,45,490.0,DC05,295,N,5,S,T86501,98,37,5,21,1,1,S,3,0,27,0.61,S,19106,1,N,2013,37,1.0,6,53,N,S,3,N,BOE-2017-106,26,36884,S,1,20220718,5,9,26,1,S,PAU,65.0,1,10,KGZ,1,70.0,3,3,41738753,1,631897,KOR,N,1,3,S,2
2021,172,20210,2,172,78,1,80,468,1,6,20120,99,20221031,H,1,16,6.1,2,1,2,DIS,9,0,0,7,,N,,,ETH,7,1,80,2021-12-30,8,3,N,102,,DC09,468,S,5,N,T37550,73,1,5,16,0,0,N,5,0,91,0.0,N,39585,0,N,2011,1,1.0,4,80,N,N,3,N,BOE-2015-123,33,02207,N,0,20211230,9,2,33,0,S,PAU,,0,1,ETH,0,20.0,78,2,35002007,0,383873,,N,0,4,N,2
2016,173,20160,33,173,74,27,27,94,2,6,20100,41,20170622,H,1,35,4.6,1,1,3,PRE,2,0,1,5,,N,,,SLV,5,1,27,2022-06-02,3,3,N,68,,DC04,94,S,3,N,T13178,77,27,3,50,1,1,S,1,0,20,0.98,N,17729,1,N,2014,27,1.0,8,55,S,S,1,S,BOE-2022-213,32,01526,S,0,20220602,4,1,32,0,N,PAU,,1,3,SMR,0,1.0,74,1,49330907,1,509913,,N,0,1,N,3
2013,174,20130,18,174,43,37,2,14,4,4,20230,316,20130710,H,1,58,4.0,4,1,3,DIS,3,1,1,2,,S,,,COG,2,1,2,2020-09-02,10,1,S,42,,DC08,14,S,4,N,,1,37,4,30,0,1,S,2,1,71,0.0,N,06222,1,S,2010,37,1.0,1,26,S,S,3,S,BOE-2013-209,30,07137,N,0,20200902,8,8,30,1,S,PAU,,1,4,MNG,0,,43,4,8338186,0,421276,,S,0,4,N,3
2013,175,20130,76,175,35,49,11,73,1,10,20230,140,20130322,H,1,26,9.1,4,3,2,HYB,12,0,1,8,,S,,,GIN,8,1,11,2023-08-27,6,3,N,6,,DC04,73,S,4,N,,49,49,4,36,1,0,N,5,1,70,0.55,N,48621,1,N,2011,49,1.0,4,6,N,S,10,S,BOE-2011-295,20,17202,S,0,20230827,4,2,20,0,N,PAU,,1,8,UKR,0,,35,4,96223100,1,210906,,N,0,5,N,2
2017,176,20170,49,176,8,1,65,270,3,5,20210,234,20170214,H,1,54,11.8,1,1,2,PRE,9,0,1,1,,S,,,KOR,1,1,65,2020-04-13,4,4,S,169,,DC09,270,S,4,N,T71172,56,1,4,24,1,1,S,3,1,70,0.64,N,51515,0,N,2012,1,1.0,8,65,N,N,14,S,BOE-2018-081,17,43109,S,1,20200413,9,9,17,1,N,PAU,,0,9,KOR,0,88.0,8,1,29314711,1,140970,,N,0,1,S,2
2015,177,20150,43,177,1,14,98,112,1,1,20230,11,20150103,M,2,16,7.1,1,1,1,HYB,15,1,0,9,,S,,,COL,9,1,98,2020-02-17,3,7,N,75,,DC09,112,S,2,S,,87,14,2,44,1,0,N,4,1,26,0.67,N,38402,0,S,2015,14,0.0,9,70,N,N,13,N,BOE-2021-317,2,11594,S,1,20200217,9,10,2,0,S,PAU,,0,9,BRN,1,,1,1,55813853,1,875959,,S,0,5,S,1
2023,178,20230,76,178,66,18,88,113,2,7,20100,61,20241013,H,1,37,5.9,3,3,2,PRE,14,0,0,4,30.0,N,48.0,N,ESP,4,1,88,2021-06-16,10,2,N,281,480.0,DC03,113,N,1,N,,19,18,1,4,0,1,S,3,0,52,0.0,S,08139,1,N,2019,18,1.0,3,88,S,S,9,N,BOE-2018-071,7,24280,N,1,20210616,3,8,7,0,N,PAU,97.0,1,8,ESP,0,,66,3,96223100,0,161404,GAB,N,1,1,S,2
2010,179,20100,68,179,45,33,9,255,3,12,20180,167,20110927,H,1,14,11.6,2,3,2,DIS,19,1,0,8,,N,,,ARG,8,1,9,2020-07-12,3,6,N,80,,DC01,255,S,2,N,T89907,37,33,2,30,0,0,N,3,0,45,0.0,N,44286,1,S,2010,33,0.0,5,9,S,S,7,N,BOE-2010-238,9,42696,N,0,20200712,1,1,9,0,S,PAU,,1,4,ARG,0,79.0,45,2,20112846,0,133247,,S,0,4,N,2
2021,180,20210,96,180,23,13,17,291,4,2,20100,180,20211109,M,2,23,7.5,4,4,2,HYB,10,1,1,3,40.0,S,69.0,S,URY,3,1,17,2023-09-03,8,5,N,96,690.0,DC05,291,S,5,N,T69775,20,13,5,36,0,1,S,2,1,94,0.0,S,37606,0,S,2013,13,0.0,5,41,N,S,12,S,BOE-2018-216,6,48615,N,0,20230903,5,8,6,0,N,PAU,51.0,1,1,MOZ,0,68.0,23,4,53143336,0,466710,AND,S,1,5,N,2
2021,181,20210,50,181,45,45,52,488,2,14,20180,67,20220106,M,2,39,7.6,3,3,2,DIS,10,0,0,2,,N,,,EST,2,1,52,2020-01-31,6,8,S,140,,DC07,488,S,4,N,T76106,40,45,4,45,0,1,S,3,0,27,0.0,N,06112,0,N,2012,45,1.0,2,52,N,S,14,N,BOE-2012-057,18,39025,N,0,20200131,7,1,18,1,S,PAU,,1,10,EST,0,86.0,45,3,33214247,0,674288,,N,0,4,N,2
2023,182,20230,12,182,99,8,13,344,5,8,20100,397,20240624,H,1,36,3.0,4,2,2,VIR,7,1,0,9,40.0,S,2.0,S,MCO,9,1,13,2022-11-24,3,2,N,119,20.0,DC09,344,N,5,N,,11,8,5,34,0,1,S,3,1,40,0.0,S,10830,0,S,2010,8,1.0,4,13,S,S,3,N,BOE-2011-363,13,31544,N,1,20221124,9,5,13,0,S,PAU,47.0,1,9,MCO,0,,99,4,1534878,0,130731,PRT,S,1,3,S,2
2012,183,20120,8,183,90,13,14,305,4,9,20220,424,20120411,M,2,10,3.3,1,2,2,DIS,20,0,0,10,,S,,,DEU,10,1,14,2023-04-22,3,1,S,207,,DC09,305,N,1,N,T53730,93,13,1,21,1,0,N,3,1,88,0.68,N,51322,0,N,2012,13,0.0,1,14,S,N,2,N,BOE-2019-332,38,33245,S,1,20230422,9,1,38,1,N,PAU,,0,10,DEU,0,11.0,90,1,40526484,1,203307,,N,0,4,S,2
2011,184,20110,3,184,61,11,72,271,4,9,20220,382,20110727,H,1,52,7.2,4,1,2,SEM,11,1,0,8,,N,,,GNB,8,1,72,2023-10-18,9,8,N,15,,DC05,271,S,5,N,,6,11,5,25,0,1,S,2,0,63,0.0,N,10650,1,S,2011,11,1.0,8,72,N,S,13,N,BOE-2023-055,1,18469,N,0,20231018,5,4,1,0,S,PAU,,1,3,GNB,0,,61,4,51482483,0,686844,,S,0,2,N,2
2012,185,20120,28,185,51,12,21,497,1,7,20230,300,20120908,M,2,10,5.3,4,1,2,VIR,2,0,1,7,30.0,S,56.0,N,VNM,7,1,21,2023-03-29,4,7,S,423,560.0,DC07,497,S,5,N,T15114,99,12,5,23,0,0,N,2,1,47,0.0,S,19912,1,N,2010,12,1.0,9,57,S,N,6,S,BOE-2023-109,3,17371,N,0,20230329,7,9,3,1,S,PAU,84.0,0,10,MLI,0,29.0,51,4,41738753,0,395771,BWA,N,1,3,N,2
2022,186,20220,10,186,2,21,30,24,2,2,20240,189,20220104,H,1,27,6.6,2,2,3,DIS,4,1,0,7,,S,,,HND,7,1,30,2021-10-29,9,6,S,179,,DC03,24,S,5,S,,61,21,5,27,0,0,N,5,1,55,0.0,N,43277,0,S,2022,21,1.0,8,30,S,N,7,N,BOE-2021-057,5,30379,N,0,20211029,3,6,5,1,N,PAU,,0,8,HND,1,,2,2,97023650,0,436542,,S,0,4,N,3
2012,187,20120,49,187,82,3,98,344,5,8,20220,83,20120307,H,1,49,9.8,3,3,2,HYB,16,0,0,7,60.0,N,34.0,S,COL,7,1,98,2022-06-23,1,3,S,75,340.0,DC03,344,N,3,S,,40,3,3,43,1,1,S,2,0,13,0.85,S,47575,0,N,2012,3,1.0,6,98,S,S,13,N,BOE-2012-227,15,28558,S,1,20220623,3,6,15,1,N,PAU,17.0,1,1,COL,1,,82,3,29314711,1,914027,URY,N,1,5,S,2
2024,188,20240,58,188,24,36,67,427,3,1,20190,230,20250303,H,1,66,9.1,2,4,1,HYB,19,0,1,7,10.0,N,86.0,S,SVN,7,1,67,2023-11-17,9,3,N,168,860.0,DC07,427,N,1,N,,23,36,1,18,1,1,S,5,0,51,0.97,S,19939,0,N,2021,36,0.0,7,67,N,S,8,S,BOE-2015-121,27,22122,S,0,20231117,7,4,27,0,N,PAU,82.0,1,5,SVN,0,,24,2,48557943,1,918069,PAN,N,1,5,N,1
2010,189,20100,41,189,25,44,84,378,3,7,20210,231,20110504,H,1,16,5.3,4,1,3,DIS,4,1,0,8,,N,,,BWA,8,1,84,2021-03-06,3,8,N,87,,DC03,378,N,4,N,T80305,98,44,4,43,0,0,N,2,0,62,0.0,N,25734,0,S,2010,44,0.0,10,84,S,S,12,N,BOE-2015-334,4,05947,N,0,20210306,3,2,4,0,S,PAU,,1,9,BWA,0,26.0,25,4,81300905,0,970456,,S,0,4,N,3
2023,190,20230,71,190,52,37,71,120,1,6,20100,90,20231003,H,1,38,4.7,2,4,3,DIS,7,1,0,7,,S,,,LSO,7,1,71,2022-10-11,4,1,N,293,,DC05,120,N,2,S,T62618,100,37,2,24,1,0,N,1,1,52,0.92,N,34928,1,S,2017,37,1.0,2,71,S,N,10,N,BOE-2010-017,7,48935,S,1,20221011,5,8,7,0,S,PAU,,0,10,LSO,1,47.0,52,2,69839059,1,818537,,S,0,4,S,3
2016,191,20160,31,191,72,1,70,114,5,1,20110,380,20170520,H,1,16,9.6,3,1,3,SEM,2,0,1,6,,N,,,BRN,6,1,70,2021-01-04,5,1,N,90,,DC07,114,S,2,S,T92168,56,1,2,24,0,0,N,5,0,55,0.0,N,49604,1,N,2011,1,1.0,7,70,N,N,15,S,BOE-2020-170,26,21332,N,1,20210104,7,3,26,0,S,PAU,,0,5,BRN,1,30.0,72,3,85726382,0,514326,,N,0,2,S,3
2023,192,20230,1,192,54,48,64,187,4,14,20130,446,20230923,H,1,64,8.4,2,2,1,SEM,12,0,0,3,10.0,S,78.0,S,FSM,3,1,64,2023-01-15,2,1,S,310,780.0,DC05,187,N,1,S,,45,48,1,28,1,0,N,1,1,20,0.7,S,28936,0,N,2012,48,0.0,1,64,N,S,10,N,BOE-2021-116,2,37757,S,1,20230115,5,6,2,1,N,PAU,12.0,1,1,FSM,1,,54,2,916723,1,748221,ITA,N,1,2,S,1
2019,193,20190,55,193,17,1,69,14,3,10,20110,383,20200918,M,2,39,9.8,1,2,3,DIS,13,1,1,9,20.0,S,7.0,S,TZA,9,1,69,2023-05-16,3,2,N,202,70.0,DC01,14,N,2,S,,77,1,2,47,1,1,S,1,1,2,0.7,S,38578,1,S,2019,1,0.0,6,69,N,S,14,S,BOE-2013-230,48,07465,S,1,20230516,1,3,48,0,N,PAU,51.0,1,4,TZA,1,,17,1,59961498,1,693868,AND,S,1,4,S,3
2017,194,20170,41,194,20,43,66,323,4,5,20140,197,20181224,H,1,23,3.2,2,3,2,VIR,16,0,0,3,80.0,N,8.0,S,CAF,3,1,66,2020-08-04,1,7,N,208,80.0,DC04,323,N,1,N,,60,43,1,44,0,0,N,5,0,57,0.0,S,25464,1,N,2011,43,1.0,3,66,S,N,8,N,BOE-2019-065,7,46107,N,1,20200804,4,10,7,0,S,PAU,4.0,0,1,CAF,0,,20,2,81300905,0,588780,CUB,N,1,3,S,2
